case,cores,split,winner,winner_family,makespan_cycles,stage1_makespan_cycles,added_copy_bytes,stage1_added_copy_bytes,spill_added_copy_bytes,stage1_spill_added_copy_bytes,cross_task_traffic_bytes,cross_core_transfer_count,used_core_count,group_wall_seconds,gain_pct,copy_delta_mib,spill_delta_mib,speedup
case_062,2,validation,stage1_actual_winner,verified_stage1_global_fallback,1784824,1784824,89088,89088,0,0,44544,29,2,183.37192386761308,0.0,0.0,0.0,1.5994904819746933
case_062,3,validation,stage1_actual_winner,verified_stage1_global_fallback,1189955,1189955,167424,167424,0,0,81408,53,3,317.70492160506546,0.0,0.0,0.0,2.3990898815501427
case_062,4,validation,stage1_actual_winner,verified_stage1_global_fallback,892782,892782,330240,330240,0,0,139776,91,4,534.5366878081113,0.0,0.0,0.0,3.197655194661183
case_062,5,validation,map_locality@b1,scene_b_fixed_partition_mapping,715345,715381,410112,419328,0,0,170496,111,5,682.5781642775983,0.005032283496486488,-0.0087890625,0.0,3.9908142225080208
case_063,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,1070397,1070397,0,0,0,0,0,0,1,0.6127602513879538,0.0,0.0,0.0,1.0
case_063,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,663139,663139,26102784,26102784,11045376,11045376,5646336,3676,2,37.365039598196745,0.0,0.0,0.0,1.61413670437118
case_063,3,holdout,stage1_actual_winner,verified_stage1_global_fallback,446447,446447,201216,201216,0,0,84480,55,3,92.09942200034857,0.0,0.0,0.0,2.3975903074721074
case_063,4,holdout,stage1_actual_winner,verified_stage1_global_fallback,335694,335694,278016,278016,0,0,113664,74,4,120.933543369174,0.0,0.0,0.0,3.1886092691558385
case_063,5,holdout,stage1_actual_winner,verified_stage1_global_fallback,266761,266761,287232,287232,0,0,136704,89,5,140.14413615502417,0.0,0.0,0.0,4.012569303608848
case_064,1,development,stage1_actual_winner,verified_stage1_global_fallback,19116,19116,0,0,0,0,0,0,1,0.06754841282963753,0.0,0.0,0.0,1.0
case_064,2,development,map_locality@b2a_w16,scene_b_fixed_partition_mapping,14089,14237,62086,63430,0,0,27952,95,2,1.7184551935642958,1.0395448479314462,-0.00128173828125,0.0,1.3568031797856484
case_064,3,development,map_locality@b2a_w8,scene_b_fixed_partition_mapping,11941,12510,71434,64330,0,0,28384,74,3,2.86462838947773,4.548361310951239,0.00677490234375,0.0,1.600870948831756
case_064,4,development,map_locality@b2a_w16,scene_b_fixed_partition_mapping,11251,11821,93964,97742,0,0,39904,136,4,3.4620425291359425,4.821927078927333,-0.0036029815673828125,0.0,1.6990489734245844
case_064,5,development,map_locality@b2a_w16,scene_b_fixed_partition_mapping,10947,11821,91024,97742,0,0,38416,132,5,4.646284095942974,7.3936215210219105,-0.0064067840576171875,0.0,1.7462318443409153
case_065,1,validation,stage1_actual_winner,verified_stage1_global_fallback,53068,53068,0,0,0,0,0,0,1,0.060626259073615074,0.0,0.0,0.0,1.0
case_065,2,validation,stage1_actual_winner,verified_stage1_global_fallback,29524,29524,774986,774986,0,0,359586,192,2,1.873537864536047,0.0,0.0,0.0,1.797452919658583
case_065,3,validation,stage1_actual_winner,verified_stage1_global_fallback,20797,20797,583416,583416,0,0,251768,139,3,4.0484927874058485,0.0,0.0,0.0,2.551714189546569
case_065,4,validation,map_locality@b2a_w4,scene_b_fixed_partition_mapping,18510,19058,588896,651774,0,0,241966,126,4,5.541983265429735,2.8754328890754537,-0.05996513366699219,0.0,2.8669908157752566
case_065,5,validation,map_locality@b2a_w4,scene_b_fixed_partition_mapping,17742,19058,596262,651774,0,0,235666,130,5,6.389495046809316,6.905236646027915,-0.05294036865234375,0.0,2.991094577837899
case_066,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,359070,359070,0,0,0,0,0,0,1,0.4470030516386032,0.0,0.0,0.0,1.0
case_066,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,185656,185656,978376,978376,0,0,393856,402,2,16.627030812203884,0.0,0.0,0.0,1.9340608437109492
case_066,3,holdout,stage1_actual_winner,verified_stage1_global_fallback,132398,132398,1312626,1312626,0,0,464210,489,3,23.309554869309068,0.0,0.0,0.0,2.712050030967235
case_066,4,holdout,stage1_actual_winner,verified_stage1_global_fallback,102860,102860,2703412,2703412,0,0,967926,1146,4,33.667487351223826,0.0,0.0,0.0,3.4908613649620843
case_066,5,holdout,map_locality@b2a_w16,scene_b_fixed_partition_mapping,93375,94032,2864840,2718832,0,0,1021588,1196,5,39.886613480746746,0.6986983154670751,0.13924407958984375,0.0,3.8454618473895583
case_067,1,development,stage1_actual_winner,verified_stage1_global_fallback,63834834,63834834,264449408,264449408,264449408,264449408,0,0,1,0.8448584545403719,0.0,0.0,0.0,1.0
case_067,2,development,stage1_actual_winner,verified_stage1_global_fallback,31892152,31892152,260989568,260989568,250288384,250288384,3489792,710,2,21.527479199692607,0.0,0.0,0.0,2.001584402331959
case_067,3,development,map_locality@b2a_w4,scene_b_fixed_partition_mapping,21616404,21738388,260199168,218084096,250052608,203806720,1351680,472,3,37.101345328614116,0.5611455642433101,40.1640625,44.103515625,2.9530736934783417
case_067,4,development,stage1_actual_winner,verified_stage1_global_fallback,16654103,16654103,219229312,219229312,198338560,198338560,4862976,993,4,46.95550908707082,0.0,0.0,0.0,3.832979416543779
case_067,5,development,stage1_actual_winner,verified_stage1_global_fallback,13549289,13549289,210654720,210654720,179822592,179822592,7972864,1033,5,52.35269219428301,0.0,0.0,0.0,4.711305072908254
case_068,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,362095,362095,0,0,0,0,0,0,1,0.4299907963722944,0.0,0.0,0.0,1.0
case_068,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,204037,204037,1672660,1672660,34316,34316,463584,388,2,13.710988404229283,0.0,0.0,0.0,1.7746536167459823
case_068,3,holdout,map_locality@b2a_w16,scene_b_fixed_partition_mapping,163496,165324,2561662,2613640,0,0,604724,538,3,25.69753708690405,1.1057075802666279,-0.04957008361816406,0.0,2.2147025003669816
case_068,4,holdout,map_locality@b2a_w16,scene_b_fixed_partition_mapping,137240,137870,2450062,2496122,0,0,514364,567,4,37.59817038103938,0.456952201349097,-0.043926239013671875,0.0,2.638407169921306
case_068,5,holdout,inherit_final_k4,recursive_final_winner_inheritance,137240,137870,2450062,2496122,0,0,514364,567,4,38.840811878442764,0.456952201349097,-0.043926239013671875,0.0,2.638407169921306
case_069,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,25144,25144,0,0,0,0,0,0,1,0.07719857059419155,0.0,0.0,0.0,1.0
case_069,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,16328,16328,314726,314726,0,0,140800,197,2,1.9484614301472902,0.0,0.0,0.0,1.5399314061734444
case_069,3,holdout,stage1_actual_winner,verified_stage1_global_fallback,13774,13774,309992,309992,0,0,118848,124,3,3.7115877997130156,0.0,0.0,0.0,1.825468273558879
case_069,4,holdout,stage1_actual_winner,verified_stage1_global_fallback,13774,13774,309992,309992,0,0,118848,124,3,4.484690085053444,0.0,0.0,0.0,1.825468273558879
case_069,5,holdout,stage1_actual_winner,verified_stage1_global_fallback,13774,13774,309992,309992,0,0,118848,124,3,5.7920082826167345,0.0,0.0,0.0,1.825468273558879
case_070,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,117300,117300,0,0,0,0,0,0,1,0.09981102496385574,0.0,0.0,0.0,1.0
case_070,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,68604,68604,950774,950774,0,0,414714,224,2,3.468793733045459,0.0,0.0,0.0,1.7098128389015217
case_070,3,holdout,stage1_actual_winner,verified_stage1_global_fallback,46238,46238,1167554,1167554,0,0,506590,263,3,5.79884416423738,0.0,0.0,0.0,2.5368744322851335
case_070,4,holdout,map_locality@b2a_w4,scene_b_fixed_partition_mapping,43398,43948,1454004,1569172,0,0,583320,286,4,9.147129347547889,1.2514790206607809,-0.109832763671875,0.0,2.7028895340799117
case_070,5,holdout,stage1_actual_winner,verified_stage1_global_fallback,40250,40250,1619718,1619718,0,0,662336,333,5,11.668598691001534,0.0,0.0,0.0,2.914285714285714
case_071,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,18919,18919,0,0,0,0,0,0,1,0.05933723971247673,0.0,0.0,0.0,1.0
case_071,2,holdout,map_locality@b2a_w4,scene_b_fixed_partition_mapping,12795,13128,153252,197350,0,0,62752,68,2,1.68634750880301,2.536563071297989,-0.04205513000488281,0.0,1.4786244626807346
case_071,3,holdout,stage1_actual_winner,verified_stage1_global_fallback,10300,10300,207624,207624,0,0,69248,77,3,2.8210891280323267,0.0,0.0,0.0,1.8367961165048543
case_071,4,holdout,stage1_actual_winner,verified_stage1_global_fallback,10300,10300,207624,207624,0,0,69248,77,3,3.169672267511487,0.0,0.0,0.0,1.8367961165048543
case_071,5,holdout,stage1_actual_winner,verified_stage1_global_fallback,10300,10300,207624,207624,0,0,69248,77,3,4.351580742746592,0.0,0.0,0.0,1.8367961165048543
case_072,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,23897828,23897828,108613680,108613680,108613680,108613680,0,0,1,3.116777351126075,0.0,0.0,0.0,1.0
case_072,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,14399738,14399738,264586770,264586770,151244736,151244736,55620608,6896,2,177.22065188735723,0.0,0.0,0.0,1.6596015844177165
case_072,3,holdout,stage1_actual_winner,verified_stage1_global_fallback,10386946,10386946,233970658,233970658,77101728,77101728,76336336,9449,3,333.58258627541363,0.0,0.0,0.0,2.3007559681161336
case_072,4,holdout,stage1_actual_winner,verified_stage1_global_fallback,7596894,7596894,232963952,232963952,58858184,58858184,84957072,10489,4,438.0117162913084,0.0,0.0,0.0,3.1457366655372576
case_072,5,holdout,stage1_actual_winner,verified_stage1_global_fallback,7185795,7185795,229404840,229404840,48154928,48154928,88526000,10929,5,509.0496363155544,0.0,0.0,0.0,3.325704114854376
case_073,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,10081626,10081626,141570432,141570432,141570432,141570432,0,0,1,0.4289434179663658,0.0,0.0,0.0,1.0
case_073,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,5343686,5343686,137847680,137847680,133167616,133167616,479232,390,2,10.661247106269002,0.0,0.0,0.0,1.8866426657554354
case_073,3,holdout,stage1_actual_winner,verified_stage1_global_fallback,4326521,4326521,137554688,137554688,130111488,130111488,0,0,3,16.21982162632048,0.0,0.0,0.0,2.3301923184933115
case_073,4,holdout,stage1_actual_winner,verified_stage1_global_fallback,3456740,3456740,137723520,137723520,125764096,125764096,397312,350,4,23.446109618991613,0.0,0.0,0.0,2.9165126680051148
case_073,5,holdout,map_locality@b2a_w8,scene_b_fixed_partition_mapping,3167472,3186716,119178752,119359488,103287296,103353344,502528,356,5,23.849198227748275,0.6038818645903808,-0.17236328125,-0.06298828125,3.182861916380003
case_074,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,1682239,1682239,6070280,6070280,6070280,6070280,0,0,1,0.3386460840702057,0.0,0.0,0.0,1.0
case_074,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,925398,925398,15892720,15892720,8626212,8626212,3506278,809,2,15.577007187530398,0.0,0.0,0.0,1.8178545879718782
case_074,3,holdout,map_locality@b2a_w4,scene_b_fixed_partition_mapping,666433,666888,13279460,13246672,3342356,3186688,4866152,1101,3,20.3716611713171,0.06822734852029126,0.031269073486328125,0.14845657348632812,2.524243247258164
case_074,4,holdout,stage1_actual_winner,verified_stage1_global_fallback,527458,527458,13979860,13979860,2895892,2895892,5406816,1223,4,30.55609405040741,0.0,0.0,0.0,3.1893326103689774
case_074,5,holdout,stage1_actual_winner,verified_stage1_global_fallback,431365,431365,11837664,11837664,327720,327720,5611612,1275,5,40.738053392618895,0.0,0.0,0.0,3.8998041102082923
case_075,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,1441809,1441809,0,0,0,0,0,0,1,0.5664465520530939,0.0,0.0,0.0,1.0
case_075,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,992854,992854,1565828,1565828,0,0,590336,351,2,13.149748127907515,0.0,0.0,0.0,1.4521863234674988
case_075,3,holdout,map_locality@b2a_w16,scene_b_fixed_partition_mapping,933856,933924,2434120,2435912,0,0,835488,561,3,27.039178738370538,0.0072811063855303,-0.001708984375,0.0,1.543930755919542
case_075,4,holdout,map_locality@b2a_w16,scene_b_fixed_partition_mapping,800233,800301,3475340,3475468,0,0,1166208,679,4,32.275956846773624,0.008496803077841963,-0.0001220703125,0.0,1.8017364942460508
case_075,5,holdout,stage1_actual_winner,verified_stage1_global_fallback,751559,751559,3953872,3953872,0,0,1404832,886,5,46.84370396099985,0.0,0.0,0.0,1.9184242354891632
case_076,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,6185113,6185113,28280832,28280832,28280832,28280832,0,0,1,3.4902918320149183,0.0,0.0,0.0,1.0
case_076,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,4590971,4590971,48705536,48705536,33354752,33354752,6918144,2252,2,199.9825105369091,0.0,0.0,0.0,1.3472341689808103
case_076,3,holdout,map_locality@b1,scene_b_fixed_partition_mapping,3566014,3605984,51259400,49486856,34700288,22636544,5756932,1876,3,699.5975600481033,1.108435311970325,1.6904296875,11.5048828125,1.7344612219694033
case_076,4,holdout,map_locality@b2a_w4,scene_b_fixed_partition_mapping,3082213,3094752,137127936,136957952,31186944,31164416,52898816,17244,4,757.274516236037,0.4051697842024175,0.162109375,0.021484375,2.0067117360156486
case_076,5,holdout,map_locality@b1,scene_b_fixed_partition_mapping,2188435,2219114,51603460,51168260,18603008,13206528,11572226,3768,5,965.6466504968703,1.382488686926404,0.4150390625,5.146484375,2.826272199082906
case_077,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,495320,495320,0,0,0,0,0,0,1,0.3595395293086767,0.0,0.0,0.0,1.0
case_077,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,295128,295128,2266538,2266538,0,0,1020946,314,2,13.058227851986885,0.0,0.0,0.0,1.6783226261147706
case_077,3,holdout,map_locality@b2a_w16,scene_b_fixed_partition_mapping,217510,218216,3569164,3015054,0,0,1566846,740,3,22.090353813022375,0.32353264655204017,0.5284404754638672,0.0,2.277228633166291
case_077,4,holdout,map_locality@b2a_w8,scene_b_fixed_partition_mapping,158052,160028,3343092,3598066,0,0,1444402,515,4,26.91388907469809,1.2347839128152573,-0.2431621551513672,0.0,3.133905296990864
case_077,5,holdout,map_locality@b2a_w8,scene_b_fixed_partition_mapping,138699,140814,3527222,3614258,0,0,1528976,565,5,32.92755880206823,1.5019813370829604,-0.08300399780273438,0.0,3.571186526218646
case_078,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,2296143,2296143,12644568,12644568,12644568,12644568,0,0,1,0.08783897198736668,0.0,0.0,0.0,1.0
case_078,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,1069122,1069122,2482176,2482176,270336,270336,36864,14,2,1.5548118650913239,0.0,0.0,0.0,2.1476903477807023
case_078,3,holdout,stage1_actual_winner,verified_stage1_global_fallback,717204,717204,6368928,6368928,945408,945408,577536,113,3,3.080346416682005,0.0,0.0,0.0,3.2015200696036272
case_078,4,holdout,map_locality@b2a_w16,scene_b_fixed_partition_mapping,545355,545355,6888960,6931968,0,0,237312,55,4,3.319284735247493,0.0,-0.041015625,0.0,4.210363891410182
case_078,5,holdout,map_locality@b2a_w16,scene_b_fixed_partition_mapping,473703,474566,10492032,10668672,0,0,964608,203,5,4.597169553861022,0.1818503643328852,-0.16845703125,0.0,4.847220726911166
case_079,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,31052251,31052251,32448512,32448512,32448512,32448512,0,0,1,2.0447511840611696,0.0,0.0,0.0,1.0
case_079,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,15449228,15449228,33280000,33280000,29900800,29900800,0,0,2,132.48004795238376,0.0,0.0,0.0,2.0099548663531923
case_079,3,holdout,stage1_actual_winner,verified_stage1_global_fallback,10278153,10278153,33878016,33878016,28336128,28336128,0,0,3,205.75279424153268,0.0,0.0,0.0,3.0211897993734866
case_079,4,holdout,stage1_actual_winner,verified_stage1_global_fallback,7688095,7688095,34131968,34131968,24805376,24805376,0,0,4,326.2306859511882,0.0,0.0,0.0,4.039004590864187
case_079,5,holdout,stage1_actual_winner,verified_stage1_global_fallback,7688095,7688095,34131968,34131968,24805376,24805376,0,0,4,245.40105117484927,0.0,0.0,0.0,4.039004590864187
case_080,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,292138,292138,548864,548864,548864,548864,0,0,1,0.10181447118520737,0.0,0.0,0.0,1.0
case_080,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,190690,190690,4980736,4980736,1515520,1515520,1732608,423,2,4.24795363470912,0.0,0.0,0.0,1.532004824584404
case_080,3,holdout,stage1_actual_winner,verified_stage1_global_fallback,108282,108282,1228800,1228800,466944,466944,0,0,3,4.978742141276598,0.0,0.0,0.0,2.6979368685469423
case_080,4,holdout,stage1_actual_winner,verified_stage1_global_fallback,108282,108282,1228800,1228800,466944,466944,0,0,3,9.17840956710279,0.0,0.0,0.0,2.6979368685469423
case_080,5,holdout,stage1_actual_winner,verified_stage1_global_fallback,101701,101701,3887104,3887104,0,0,765952,187,5,11.255259556695819,0.0,0.0,0.0,2.8725184609787515
case_081,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,151795,151795,0,0,0,0,0,0,1,0.306209459900856,0.0,0.0,0.0,1.0
case_081,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,83829,83829,614820,614820,114772,114772,32882,73,2,18.85089143179357,0.0,0.0,0.0,1.8107695427596655
case_081,3,holdout,stage1_actual_winner,verified_stage1_global_fallback,63616,63616,541062,541062,0,0,10376,73,3,40.16275873221457,0.0,0.0,0.0,2.386113556338028
case_081,4,holdout,stage1_actual_winner,verified_stage1_global_fallback,51008,51008,612682,612682,0,0,84080,97,4,43.8426692597568,0.0,0.0,0.0,2.975905740276035
case_081,5,holdout,map_locality@b1,scene_b_fixed_partition_mapping,45713,46855,688560,717246,0,0,108704,133,5,69.29244634322822,2.4373065841425676,-0.027357101440429688,0.0,3.3206090171286067
case_082,1,validation,stage1_actual_winner,verified_stage1_global_fallback,721041,721041,0,0,0,0,0,0,1,0.3159095477312803,0.0,0.0,0.0,1.0
case_082,2,validation,map_locality@b2a_w16,scene_b_fixed_partition_mapping,426701,428639,1876902,1811366,0,0,856464,438,2,8.144792851060629,0.4521287143727006,0.0625,0.0,1.6898038673450495
case_082,3,validation,stage1_actual_winner,verified_stage1_global_fallback,337625,337625,2769962,2769962,0,0,1225104,687,3,16.931999577209353,0.0,0.0,0.0,2.135626804887079
case_082,4,validation,map_locality@b2a_w16,scene_b_fixed_partition_mapping,267185,267431,3062670,3264526,0,0,1285440,695,4,17.796168668195605,0.09198634414110556,-0.1925048828125,0.0,2.698658233059491
case_082,5,validation,stage1_actual_winner,verified_stage1_global_fallback,233808,233808,3658004,3658004,0,0,1503168,830,5,24.007203863933682,0.0,0.0,0.0,3.083902176144529
case_083,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,1057993,1057993,13934688,13934688,13934688,13934688,0,0,1,0.3478731829673052,0.0,0.0,0.0,1.0
case_083,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,438433,438433,2725472,2725472,0,0,897536,227,2,6.237905856221914,0.0,0.0,0.0,2.413123555936711
case_083,3,holdout,map_locality@b2a_w16,scene_b_fixed_partition_mapping,297463,298400,3701952,3599552,0,0,920576,251,3,13.093967143446207,0.3140080428954424,0.09765625,0.0,3.5567213401330586
case_083,4,holdout,map_locality@b2a_w16,scene_b_fixed_partition_mapping,224139,226115,5094176,5336864,163840,182272,1069568,342,4,16.758947744965553,0.8738916038299096,-0.2314453125,-0.017578125,4.720253949558087
case_083,5,holdout,map_locality@b2a_w8,scene_b_fixed_partition_mapping,200381,201312,5380480,5644672,221184,319488,718848,260,5,19.962351121008396,0.4624662215863933,-0.251953125,-0.09375,5.279906777588693
case_084,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,2507412,2507412,0,0,0,0,0,0,1,1.0234803184866905,0.0,0.0,0.0,1.0
case_084,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,1276489,1276489,27233280,27233280,7382016,7382016,9925632,2154,2,126.30334919318557,0.0,0.0,0.0,1.9643036485234107
case_084,3,holdout,stage1_actual_winner,verified_stage1_global_fallback,836220,836220,0,0,0,0,0,0,3,223.20408866927028,0.0,0.0,0.0,2.998507569778288
case_084,4,holdout,stage1_actual_winner,verified_stage1_global_fallback,625992,625992,92160,92160,0,0,46080,10,4,421.72012139484286,0.0,0.0,0.0,4.0055016677529425
case_084,5,holdout,stage1_actual_winner,verified_stage1_global_fallback,501224,501224,73728,73728,0,0,36864,8,5,597.8984040487558,0.0,0.0,0.0,5.0025776898153325
case_085,1,validation,stage1_actual_winner,verified_stage1_global_fallback,3187899,3187899,0,0,0,0,0,0,1,1.615699652582407,0.0,0.0,0.0,1.0
case_085,2,validation,stage1_actual_winner,verified_stage1_global_fallback,2388498,2388498,4934406,4934406,940354,940354,1853600,1113,2,38.942026041448116,0.0,0.0,0.0,1.3346877409987365
case_085,3,validation,map_locality@b2a_w16,scene_b_fixed_partition_mapping,2146417,2147544,6446602,6448266,650242,646914,2617024,1631,3,83.42683533579111,0.05247855224386555,-0.0015869140625,0.003173828125,1.4852188554227812
case_085,4,validation,map_locality@b2a_w16,scene_b_fixed_partition_mapping,2023024,2023093,7635598,7635726,485186,485186,3157280,1807,4,93.54878490045667,0.0034106192844323025,-0.0001220703125,0.0,1.5758087892185164
case_085,5,validation,stage1_actual_winner,verified_stage1_global_fallback,1871755,1871755,8938514,8938514,441602,441602,3694784,2289,5,148.5758304912597,0.0,0.0,0.0,1.7031604029373502
case_086,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,118403,118403,0,0,0,0,0,0,1,0.39706398360431194,0.0,0.0,0.0,1.0
case_086,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,72293,72293,1407014,1407014,0,0,648928,612,2,16.012408580631018,0.0,0.0,0.0,1.6378210891787586
case_086,3,holdout,map_locality@b2a_w16,scene_b_fixed_partition_mapping,58004,59591,1846186,1887018,0,0,821232,828,3,23.00725781545043,2.6631538319544896,-0.0389404296875,0.0,2.0412902558444244
case_086,4,holdout,map_locality@b2a_w16,scene_b_fixed_partition_mapping,47955,50307,2006064,2207726,0,0,817024,836,4,26.096163036301732,4.675293696702248,-0.1923198699951172,0.0,2.469043895318528
case_086,5,holdout,inherit_final_k4,recursive_final_winner_inheritance,47955,50307,2006064,2207726,0,0,817024,836,4,29.507695138454437,4.675293696702248,-0.1923198699951172,0.0,2.469043895318528
case_087,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,3974071,3974071,7902720,7902720,7902720,7902720,0,0,1,2.7353715784847736,0.0,0.0,0.0,1.0
case_087,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,2287771,2287771,27330880,27330880,13671168,13671168,6809824,1551,2,136.0907887481153,0.0,0.0,0.0,1.7370930045008874
case_087,3,holdout,stage1_actual_winner,verified_stage1_global_fallback,1577719,1577719,26520992,26520992,8145312,8145312,9157056,2074,3,153.8844431862235,0.0,0.0,0.0,2.518871231188824
case_087,4,holdout,stage1_actual_winner,verified_stage1_global_fallback,1349330,1349330,30983720,30983720,4728960,4728960,11908682,3669,4,199.5033801831305,0.0,0.0,0.0,2.9452179970800323
case_087,5,holdout,stage1_actual_winner,verified_stage1_global_fallback,1166481,1166481,31414764,31414764,2388096,2388096,12940138,3965,5,265.40291887149215,0.0,0.0,0.0,3.4068887534387615
case_088,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,243623,243623,0,0,0,0,0,0,1,0.23833011649549007,0.0,0.0,0.0,1.0
case_088,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,135090,135090,1448280,1448280,0,0,462698,336,2,6.0513662081211805,0.0,0.0,0.0,1.8034125397882892
case_088,3,holdout,stage1_actual_winner,verified_stage1_global_fallback,103380,103380,2190628,2190628,0,0,566030,437,3,14.900437735021114,0.0,0.0,0.0,2.3565776745985683
case_088,4,holdout,map_locality@b2a_w16,scene_b_fixed_partition_mapping,88183,89258,2121308,2328100,0,0,546728,497,4,18.047092743217945,1.2043738376392032,-0.19721221923828125,0.0,2.762698025696563
case_088,5,holdout,stage1_actual_winner,verified_stage1_global_fallback,81894,81894,2269000,2269000,0,0,610332,539,5,20.123884918168187,0.0,0.0,0.0,2.9748577429359906
case_089,1,validation,stage1_actual_winner,verified_stage1_global_fallback,693092,693092,0,0,0,0,0,0,1,0.40329778380692005,0.0,0.0,0.0,1.0
case_089,2,validation,stage1_actual_winner,verified_stage1_global_fallback,339435,339435,295552,295552,0,0,30720,70,2,8.569349063560367,0.0,0.0,0.0,2.0418990381074433
case_089,3,validation,stage1_actual_winner,verified_stage1_global_fallback,226846,226846,2037504,2037504,0,0,784640,453,3,16.32517051510513,0.0,0.0,0.0,3.055341509217707
case_089,4,validation,stage1_actual_winner,verified_stage1_global_fallback,170137,170137,1575296,1575296,0,0,436480,375,4,18.912126880139112,0.0,0.0,0.0,4.073728818540353
case_089,5,validation,map_locality@b2a_w16,scene_b_fixed_partition_mapping,136648,137328,1860096,954880,0,0,461824,344,5,20.205712048336864,0.49516486077129207,0.86328125,0.0,5.072097652362274
case_090,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,1178363,1178363,21233592,21233592,21233592,21233592,0,0,1,0.15360484085977077,0.0,0.0,0.0,1.0
case_090,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,457842,457842,4480896,4480896,2044032,2044032,144192,160,2,3.2847873605787754,0.0,0.0,0.0,2.573732859807532
case_090,3,holdout,stage1_actual_winner,verified_stage1_global_fallback,338995,338995,6867840,6867840,2047872,2047872,261504,194,3,4.746273109689355,0.0,0.0,0.0,3.4760483192967446
case_090,4,holdout,map_locality@b2a_w16,scene_b_fixed_partition_mapping,323214,331069,11752512,12221280,4853184,5318880,307584,277,4,6.180396536365151,2.372617188561901,-0.447052001953125,-0.444122314453125,3.6457672006781885
case_090,5,holdout,inherit_final_k4,recursive_final_winner_inheritance,323214,331069,11752512,12221280,4853184,5318880,307584,277,4,9.02366397716105,2.372617188561901,-0.447052001953125,-0.444122314453125,3.6457672006781885
case_091,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,9186769,9186769,53947008,53947008,53947008,53947008,0,0,1,3.487678110599518,0.0,0.0,0.0,1.0
case_091,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,5702896,5702896,52064896,52064896,42861184,42861184,1935360,630,2,343.22782795503736,0.0,0.0,0.0,1.6108954117346694
case_091,3,holdout,stage1_actual_winner,verified_stage1_global_fallback,4650425,4650425,144634984,144634984,47896672,47896672,47410180,15409,3,360.07954430766404,0.0,0.0,0.0,1.9754686937215415
case_091,4,holdout,stage1_actual_winner,verified_stage1_global_fallback,4022789,4022789,141415884,141415884,41697216,41697216,48422918,15741,4,450.2022065166384,0.0,0.0,0.0,2.283681545315949
case_091,5,holdout,stage1_actual_winner,verified_stage1_global_fallback,3126021,3126021,46014084,46014084,23471232,23471232,3259394,1062,5,751.9248298108578,0.0,0.0,0.0,2.938805913331996
case_092,1,validation,stage1_actual_winner,verified_stage1_global_fallback,4815554,4815554,66000096,66000096,66000096,66000096,0,0,1,1.6234425157308578,0.0,0.0,0.0,1.0
case_092,2,validation,stage1_actual_winner,verified_stage1_global_fallback,2015242,2015242,5567072,5567072,4636672,4636672,0,0,2,36.878157656639814,0.0,0.0,0.0,2.3895661166251996
case_092,3,validation,stage1_actual_winner,verified_stage1_global_fallback,1334168,1334168,25523392,25523392,532480,532480,11565056,3693,3,76.30041140504181,0.0,0.0,0.0,3.6094060118365903
