case,cores,graph_sha256,baseline_plan_file_sha256,final_plan_file_sha256,final_source,plan_changed,baseline_legal,final_legal,g1_no_l2_official_calls,g1_l2_official_calls,g2_official_calls,g2_candidate_cache_hits,final_no_l2_source,best_observed_one_core_no_l2_makespan,best_observed_one_core_source_requested_cores,best_observed_one_core_candidate,best_observed_one_core_plan_file_sha256,best_observed_one_core_result_file_sha256,baseline_no_l2_makespan,baseline_no_l2_added_copy_bytes,baseline_no_l2_scheduled_copy_bytes,baseline_no_l2_spill_added_copy_bytes,baseline_no_l2_partition_added_copy_bytes,baseline_no_l2_cross_task_traffic_bytes,baseline_no_l2_cross_core_transfer_count,baseline_no_l2_copy_in_hits,baseline_no_l2_copy_in_misses,baseline_no_l2_cache_hit_bytes,baseline_no_l2_cache_miss_bytes,baseline_no_l2_cache_hit_rate_bytes,baseline_l2_makespan,baseline_l2_added_copy_bytes,baseline_l2_scheduled_copy_bytes,baseline_l2_spill_added_copy_bytes,baseline_l2_partition_added_copy_bytes,baseline_l2_cross_task_traffic_bytes,baseline_l2_cross_core_transfer_count,baseline_l2_copy_in_hits,baseline_l2_copy_in_misses,baseline_l2_cache_hit_bytes,baseline_l2_cache_miss_bytes,baseline_l2_cache_hit_rate_bytes,final_no_l2_makespan,final_no_l2_added_copy_bytes,final_no_l2_scheduled_copy_bytes,final_no_l2_spill_added_copy_bytes,final_no_l2_partition_added_copy_bytes,final_no_l2_cross_task_traffic_bytes,final_no_l2_cross_core_transfer_count,final_no_l2_copy_in_hits,final_no_l2_copy_in_misses,final_no_l2_cache_hit_bytes,final_no_l2_cache_miss_bytes,final_no_l2_cache_hit_rate_bytes,final_l2_makespan,final_l2_added_copy_bytes,final_l2_scheduled_copy_bytes,final_l2_spill_added_copy_bytes,final_l2_partition_added_copy_bytes,final_l2_cross_task_traffic_bytes,final_l2_cross_core_transfer_count,final_l2_copy_in_hits,final_l2_copy_in_misses,final_l2_cache_hit_bytes,final_l2_cache_miss_bytes,final_l2_cache_hit_rate_bytes,hardware_speedup_baseline_mean_of_ratios_member,hardware_speedup_final_mean_of_ratios_member,l2_plan_tuning_speedup_mean_of_ratios_member,no_l2_plan_tuning_speedup_mean_of_ratios_member,hardware_plan_interaction_cycles,baseline_no_l2_parallel_speedup_vs_same_case_k1,baseline_l2_parallel_speedup_vs_same_case_k1,final_no_l2_parallel_speedup_vs_same_case_k1,final_l2_parallel_speedup_vs_same_case_k1,baseline_no_l2_parallel_speedup_vs_best_observed_one_core,final_no_l2_parallel_speedup_vs_best_observed_one_core
case_047,4,7c6328650b8e50e4d15a0ddf1ad0715a40d64d51f3c86c2c3b9c22e4cbb6a83f,76be45f25215cb4cb922fa5dfe130c29064a8428718cba128b7a7ec72afa145c,3b540264d003d64aa46c48ad719e69e83e3895ce7f6e177a46b227039f8dea29,baseline,False,True,True,0,1,1,0,G1_verified_reuse,324476,1,b2a_w4,c2da2c260b115d4be8f2dad9da85a06569c67f2a8b3abdd9707871fc11c2998e,f7bedb8a076f85f91eb5f9c214b76d4620c5ae6f755d8f72cb74b508f6bd2ebb,209241,1084300,1548242,0,1084300,447584,1194,,,,,,209240,1084300,1548242,0,1084300,447584,1194,221,1357,234508,859494,0.2143579262195133,209241,1084300,1548242,0,1084300,447584,1194,,,,,,209240,1084300,1548242,0,1084300,447584,1194,221,1357,234508,859494,0.2143579262195133,1.0000047792009177,1.0000047792009177,1.0,1.0,0,1.560439875550203,1.560447333205888,1.560439875550203,1.560447333205888,1.5507285856978317,1.5507285856978317
case_047,5,7c6328650b8e50e4d15a0ddf1ad0715a40d64d51f3c86c2c3b9c22e4cbb6a83f,69779e522c113ad67a93415b500016066c74f65c1ad1a8bb0af8b51e1162b307,863bf7b0201c6c465109275110d21bb5303933235f5121805916cb34309ca82c,baseline,False,True,True,0,1,2,0,G1_verified_reuse,324476,1,b2a_w4,c2da2c260b115d4be8f2dad9da85a06569c67f2a8b3abdd9707871fc11c2998e,f7bedb8a076f85f91eb5f9c214b76d4620c5ae6f755d8f72cb74b508f6bd2ebb,201442,1304976,1768918,0,1304976,527168,1370,,,,,,201403,1304976,1768918,0,1304976,527168,1370,366,1424,347216,887878,0.2811251613237535,201442,1304976,1768918,0,1304976,527168,1370,,,,,,201403,1304976,1768918,0,1304976,527168,1370,366,1424,347216,887878,0.2811251613237535,1.0001936416041468,1.0001936416041468,1.0,1.0,0,1.6208536452179785,1.6211675099179257,1.6208536452179785,1.6211675099179257,1.6107663744402856,1.6107663744402856
case_048,1,9932aaca8ab23d020c5f5102fa3d436dd3cdf3ca8d1ee458d4c235c556c11764,d32b77f9856f8edd942e118b95e1add14c4d2f74b57071e96654e1e5164d715a,d32b77f9856f8edd942e118b95e1add14c4d2f74b57071e96654e1e5164d715a,G1_baseline,False,True,True,0,1,0,0,G1_verified_reuse,221137,1,b2a_w4,aad8c9601919f45a369bc0bda075cceffb4b0f5a836d3dfa797ccac759749630,67a3763f6aab8d1257e74a5060b1bf3d581fe69ce63a8f7ef053225adfc10fae,222220,0,414790,0,0,0,0,,,,,,222220,0,414790,0,0,0,0,0,169,0,410182,0.0,222220,0,414790,0,0,0,0,,,,,,222220,0,414790,0,0,0,0,0,169,0,410182,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.9951264512645126,0.9951264512645126
case_048,2,9932aaca8ab23d020c5f5102fa3d436dd3cdf3ca8d1ee458d4c235c556c11764,ba25ce5c5e3c87d5ce9ee27f1c97a4d4aa12cb54b7204667f77e68aa8dac2a7b,17f95f1b0f0e3d57fbc2217f3ce0dc827bd24d9a99a08afdc47a54efb617d6b2,baseline,False,True,True,0,1,1,0,G1_verified_reuse,221137,1,b2a_w4,aad8c9601919f45a369bc0bda075cceffb4b0f5a836d3dfa797ccac759749630,67a3763f6aab8d1257e74a5060b1bf3d581fe69ce63a8f7ef053225adfc10fae,164258,325572,740362,0,325572,121792,113,,,,,,164258,325572,740362,0,325572,121792,113,30,283,81924,532038,0.13343496828793963,164258,325572,740362,0,325572,121792,113,,,,,,164258,325572,740362,0,325572,121792,113,30,283,81924,532038,0.13343496828793963,1.0,1.0,1.0,1.0,0,1.3528717018349183,1.3528717018349183,1.3528717018349183,1.3528717018349183,1.346278415663164,1.346278415663164
case_048,3,9932aaca8ab23d020c5f5102fa3d436dd3cdf3ca8d1ee458d4c235c556c11764,edba03455b0f8e58761ab3810e23bf0e89aeff9931ac95467178b8cb47689b8e,52186245c17a23c8193a37780e6b27e144c557ae3c7af6eef61015e7e8f76ca6,baseline,True,True,True,0,1,1,0,new_official_evaluation,221137,1,b2a_w4,aad8c9601919f45a369bc0bda075cceffb4b0f5a836d3dfa797ccac759749630,67a3763f6aab8d1257e74a5060b1bf3d581fe69ce63a8f7ef053225adfc10fae,151763,487976,902766,0,487976,202704,203,,,,,,151760,487976,902766,0,487976,202704,203,63,344,116168,579286,0.16703908525941327,151763,487976,902766,0,487976,202704,203,,,,,,151760,487976,902766,0,487976,202704,203,62,345,114120,581334,0.1640942463484285,1.0000197680548235,1.0000197680548235,1.0,1.0,0,1.4642567687776336,1.4642857142857142,1.4642567687776336,1.4642857142857142,1.4571206420537286,1.4571206420537286
case_048,4,9932aaca8ab23d020c5f5102fa3d436dd3cdf3ca8d1ee458d4c235c556c11764,1e9210e3504e35bc885b18a51b13d0fb75444e611a269c99804ac34cee5945ee,18fc3288286a1c3fd7c485a9c61865732c9fdec55832e146b9cef152ba65158e,baseline,True,True,True,0,1,1,0,new_official_evaluation,221137,1,b2a_w4,aad8c9601919f45a369bc0bda075cceffb4b0f5a836d3dfa797ccac759749630,67a3763f6aab8d1257e74a5060b1bf3d581fe69ce63a8f7ef053225adfc10fae,151763,487976,902766,0,487976,202704,203,,,,,,151760,487976,902766,0,487976,202704,203,63,344,116168,579286,0.16703908525941327,151763,487976,902766,0,487976,202704,203,,,,,,151760,487976,902766,0,487976,202704,203,62,345,114120,581334,0.1640942463484285,1.0000197680548235,1.0000197680548235,1.0,1.0,0,1.4642567687776336,1.4642857142857142,1.4642567687776336,1.4642857142857142,1.4571206420537286,1.4571206420537286
case_048,5,9932aaca8ab23d020c5f5102fa3d436dd3cdf3ca8d1ee458d4c235c556c11764,882c89d4b5155a98a28936a0f41fa42002305869563b60d64ac19964be56cb9b,4c96cd02349eec5cb26184c64f34bd8bdeeca427d15ed7f1de2793561723ca29,baseline,True,True,True,0,1,1,0,new_official_evaluation,221137,1,b2a_w4,aad8c9601919f45a369bc0bda075cceffb4b0f5a836d3dfa797ccac759749630,67a3763f6aab8d1257e74a5060b1bf3d581fe69ce63a8f7ef053225adfc10fae,151763,487976,902766,0,487976,202704,203,,,,,,151760,487976,902766,0,487976,202704,203,63,344,116168,579286,0.16703908525941327,151763,487976,902766,0,487976,202704,203,,,,,,151760,487976,902766,0,487976,202704,203,62,345,114120,581334,0.1640942463484285,1.0000197680548235,1.0000197680548235,1.0,1.0,0,1.4642567687776336,1.4642857142857142,1.4642567687776336,1.4642857142857142,1.4571206420537286,1.4571206420537286
case_049,1,444854fe118a208ddfa10fa0ddd48d7b5e6cfd3780a8049f2145fc1a9b674a08,2186478cd6f24e1941a013639c9a52be08c5349cdf117842cedcedee1ff4f6dc,2186478cd6f24e1941a013639c9a52be08c5349cdf117842cedcedee1ff4f6dc,G1_baseline,False,True,True,0,1,0,0,G1_verified_reuse,195713,1,b0,f9e4474893ca6da8635233b001b83674231a4290316884687189288bc6a24db4,b1d0de0cdc560af89e870eed5c6bb4d848a1d3ea00e80f273689b89623be57dc,196276,0,152540,0,0,0,0,,,,,,196276,0,152540,0,0,0,0,0,144,0,152504,0.0,196276,0,152540,0,0,0,0,,,,,,196276,0,152540,0,0,0,0,0,144,0,152504,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.9971315902097047,0.9971315902097047
case_049,2,444854fe118a208ddfa10fa0ddd48d7b5e6cfd3780a8049f2145fc1a9b674a08,0d9b3df68172cb15787716b3b26efa07092340495ff6203c047781ed0329712e,09330b3a6a11bb4eda27fa9b14784d80f9521a8ac5c0ba0708b4f5c0d954dfe6,mapping_locality_one_move,True,True,True,0,1,1,0,new_official_evaluation,195713,1,b0,f9e4474893ca6da8635233b001b83674231a4290316884687189288bc6a24db4,b1d0de0cdc560af89e870eed5c6bb4d848a1d3ea00e80f273689b89623be57dc,120499,1396528,1549068,0,1396528,686166,501,,,,,,120478,1396528,1549068,0,1396528,686166,501,24,645,24196,838670,0.02804143401177008,120187,1365816,1518356,0,1365816,673882,497,,,,,,120187,1365816,1518356,0,1365816,673882,497,21,641,18052,826386,0.021377531565372473,1.0001743056823653,1.0,1.0024212269213808,1.0025959546373568,-21,1.6288599905393406,1.629143910091469,1.6330884371853862,1.6330884371853862,1.6241877525954573,1.6284040703237455
case_049,3,444854fe118a208ddfa10fa0ddd48d7b5e6cfd3780a8049f2145fc1a9b674a08,fa8e3b034cd8e07bf3cb4f42c92a84fe0b904d5ccb3656ebc0a41ed86b565aa9,e88521d6fc4c6604abc8d965ea9fbd65bc90551d6b5452149fee26bf359ad735,mapping_locality_one_move,True,True,True,0,1,1,0,new_official_evaluation,195713,1,b0,f9e4474893ca6da8635233b001b83674231a4290316884687189288bc6a24db4,b1d0de0cdc560af89e870eed5c6bb4d848a1d3ea00e80f273689b89623be57dc,97824,1650932,1803472,0,1650932,806134,637,,,,,,97823,1650932,1803472,0,1650932,806134,637,81,743,69608,927694,0.06979631044558218,97465,1674224,1826764,0,1674224,817524,644,,,,,,97465,1674224,1826764,0,1674224,817524,644,82,750,70120,939084,0.06948050146452055,1.0000102225448002,1.0,1.0036731134253323,1.003683373518699,-1,2.0064196925089957,2.006440203224191,2.0138100856717798,2.0138100856717798,2.000664458619562,2.0080336531062435
case_049,4,444854fe118a208ddfa10fa0ddd48d7b5e6cfd3780a8049f2145fc1a9b674a08,5d30da04bf07d538bcba45c6a52731ff3ecff3bd6629b4d255092246ae377208,87de0dcfc6bfcd80d7ce598e4c10a7667e73a92b3f624a18b9ca3a278bfe1219,mapping_locality_one_move,True,True,True,0,1,1,0,new_official_evaluation,195713,1,b0,f9e4474893ca6da8635233b001b83674231a4290316884687189288bc6a24db4,b1d0de0cdc560af89e870eed5c6bb4d848a1d3ea00e80f273689b89623be57dc,86219,2250304,2402844,0,2250304,1094042,817,,,,,,85900,2250304,2402844,0,2250304,1094042,817,128,898,115756,1193010,0.0884466741953871,85760,2242120,2394660,0,2242120,1094046,819,,,,,,85545,2242120,2394660,0,2242120,1094046,819,127,897,110636,1189942,0.08506679337955894,1.0037136204889405,1.002513297095096,1.0041498626453913,1.0053521455223882,-104,2.276481981929737,2.2849359720605356,2.2886660447761193,2.2944181424981003,2.269952098725339,2.282101212686567
case_049,5,444854fe118a208ddfa10fa0ddd48d7b5e6cfd3780a8049f2145fc1a9b674a08,d32ff6a6f2c1d082b860cde040260e04fb5aefe56a97a1f830e21c83828adb32,aa760b7a2a3fc4525b78e629465619ea2e975b25302846bfd46659445b2f85f6,mapping_balanced_one_move,True,True,True,0,1,2,0,new_official_evaluation,195713,1,b0,f9e4474893ca6da8635233b001b83674231a4290316884687189288bc6a24db4,b1d0de0cdc560af89e870eed5c6bb4d848a1d3ea00e80f273689b89623be57dc,84557,2413584,2566124,0,2413584,1179072,909,,,,,,83290,2413584,2566124,0,2413584,1179072,909,163,961,134608,1252408,0.09704862813406623,84539,2410896,2563436,0,2410896,1178304,908,,,,,,83283,2410896,2563436,0,2410896,1178304,908,161,961,132432,1252664,0.09561214529534415,1.0152119101933006,1.01508110898983,1.000084050766663,1.0002129194809497,-11,2.321227101245314,2.356537399447713,2.3217213357148774,2.3567354682228068,2.314568870702603,2.315061687505175
case_050,1,3b6b1abd65fbfbb2a40972bdbd643c43107c4b232512741740ff351c366367aa,f13b23adc8986223c3ed16bd5199b6a24e63786f325ffabaacedaa6a1d3a2149,f13b23adc8986223c3ed16bd5199b6a24e63786f325ffabaacedaa6a1d3a2149,G1_baseline,False,True,True,0,1,0,0,G1_verified_reuse,149095,1,b0,78a5ea4d3e343c48c492b94bd1df88b5a3af76412bd904326f6258f2a9e30f5e,23dfea0aa2883add0da7547b6cc5628ac311df0f5e6cd553a84cf7fc975751fc,149690,0,319376,0,0,0,0,,,,,,149690,0,319376,0,0,0,0,0,188,0,319300,0.0,149690,0,319376,0,0,0,0,,,,,,149690,0,319376,0,0,0,0,0,188,0,319300,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.9960251185783954,0.9960251185783954
case_050,2,3b6b1abd65fbfbb2a40972bdbd643c43107c4b232512741740ff351c366367aa,55c4225922e27af0ffb0257522cb5e8f413ba5106c32979435ca2d91daca3a73,7be59ffafb53453b74656fe152367805c5a15203d86d37576477d8b675529268,baseline,True,True,True,1,1,1,0,new_official_evaluation,149095,1,b0,78a5ea4d3e343c48c492b94bd1df88b5a3af76412bd904326f6258f2a9e30f5e,23dfea0aa2883add0da7547b6cc5628ac311df0f5e6cd553a84cf7fc975751fc,81891,1176512,1495888,0,1176512,551134,696,,,,,,81855,1176512,1495888,0,1176512,551134,696,36,884,74244,870434,0.07859185881326759,81210,1176512,1495888,0,1176512,551134,696,,,,,,81210,1176512,1495888,0,1176512,551134,696,36,884,74244,870434,0.07859185881326759,1.00043980208906,1.0,1.0079423716291098,1.0083856667898041,-36,1.827917597782418,1.8287215197605522,1.8432459056766408,1.8432459056766408,1.8206518420827686,1.8359192217707179
case_050,3,3b6b1abd65fbfbb2a40972bdbd643c43107c4b232512741740ff351c366367aa,47d7bee95602e7f125c9f27df872b069fce5da793a13d59e0b4466a7cbba3b6a,3bcea5058bdaddf08f208cf14ed337a62bd84eaa4dc5348de5919f7260df9d86,mapping_locality_one_move,True,True,True,1,1,1,0,new_official_evaluation,149095,1,b0,78a5ea4d3e343c48c492b94bd1df88b5a3af76412bd904326f6258f2a9e30f5e,23dfea0aa2883add0da7547b6cc5628ac311df0f5e6cd553a84cf7fc975751fc,53248,1479980,1799356,0,1479980,652562,908,,,,,,53236,1479980,1799356,0,1479980,652562,908,112,1055,197736,948982,0.17243646650702266,53488,1518884,1838260,0,1518884,680206,911,,,,,,53031,1518884,1838260,0,1518884,680206,911,111,1057,182376,975602,0.15749522011644435,1.0002254113757607,1.008617601025815,1.0038656634798515,0.9955130122644331,445,2.8111853966346154,2.8118190698023895,2.798571642237511,2.8226886160924742,2.8000112680288463,2.7874476518097517
case_050,4,3b6b1abd65fbfbb2a40972bdbd643c43107c4b232512741740ff351c366367aa,c58243fde1a467b550873fe0d477715832c66d28e21b728aabb286cd16f9f8a2,f721798f7e612c18939965ccc50ab685c657be118ce747dc6d8225c811bb525b,mapping_locality_one_move,True,True,True,1,1,1,0,new_official_evaluation,149095,1,b0,78a5ea4d3e343c48c492b94bd1df88b5a3af76412bd904326f6258f2a9e30f5e,23dfea0aa2883add0da7547b6cc5628ac311df0f5e6cd553a84cf7fc975751fc,46748,1747432,2066808,0,1747432,761838,1001,,,,,,44398,1747432,2066808,0,1747432,761838,1001,220,1087,282156,1022738,0.21622905768591166,46048,1706472,2025848,0,1706472,745454,999,,,,,,43595,1706472,2025848,0,1706472,745454,999,217,1087,272940,1007378,0.21318141274277172,1.0529303121762241,1.0562679206331,1.0184195435256336,1.0152015288394718,103,3.202062120304612,3.3715482679399975,3.250738359972203,3.433650648010093,3.189334303071789,3.237817060458652
case_050,5,3b6b1abd65fbfbb2a40972bdbd643c43107c4b232512741740ff351c366367aa,403bd50b13751613e7a95776492d7dac691be59e16531e9aabcef06cb15623ea,fcf91a8d9f49a48cc758b15a15f255a5a1f126bac71fddd2ef5c8ab3e179775b,baseline,True,True,True,1,1,1,0,new_official_evaluation,149095,1,b0,78a5ea4d3e343c48c492b94bd1df88b5a3af76412bd904326f6258f2a9e30f5e,23dfea0aa2883add0da7547b6cc5628ac311df0f5e6cd553a84cf7fc975751fc,42140,1696052,2015428,0,1696052,720914,1089,,,,,,39979,1696052,2015428,0,1696052,720914,1089,286,1136,305008,989430,0.23562967094600126,42790,1696052,2015428,0,1696052,720914,1089,,,,,,39562,1696052,2015428,0,1696052,720914,1089,300,1122,322928,971510,0.24947351669218612,1.0540533780234622,1.0815934482584297,1.010540417572418,0.9848095349380697,1067,3.5522069292833414,3.744215713249456,3.4982472540313156,3.7836813103483142,3.538087327954438,3.4843421360130873
case_051,1,884e8b12ac1f7a9b569958909680e8c2f6055966a59c9f929ffd5cee48aae43b,d2a74eed1ca12d1890a92f6146eeff44c75d533e1a44afdef3274970662eddd5,d2a74eed1ca12d1890a92f6146eeff44c75d533e1a44afdef3274970662eddd5,G1_baseline,False,True,True,0,1,0,0,G1_verified_reuse,607628,1,b0,af7fb4cc46ab2a168a0a0863c0c9cdb77488d21223138be846c17049d1559c2c,d9b9b3be58373c368eed5d5d186f3af2f676b1d1a214a718144f58565f6b41f7,607628,0,393218,0,0,0,0,,,,,,607628,0,393218,0,0,0,0,0,12,0,393216,0.0,607628,0,393218,0,0,0,0,,,,,,607628,0,393218,0,0,0,0,0,12,0,393216,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0
case_051,2,884e8b12ac1f7a9b569958909680e8c2f6055966a59c9f929ffd5cee48aae43b,4186cb12a266bc82b735c8c96b121ef2f9813feb159d438ad576a7fb66b374b4,996d3048c2cadac37a0e74578454ee0d64fded26806f0444d715047a1608a1c2,baseline,False,True,True,0,1,0,0,G1_verified_reuse,607628,1,b0,af7fb4cc46ab2a168a0a0863c0c9cdb77488d21223138be846c17049d1559c2c,d9b9b3be58373c368eed5d5d186f3af2f676b1d1a214a718144f58565f6b41f7,607628,0,393218,0,0,0,0,,,,,,607628,0,393218,0,0,0,0,0,12,0,393216,0.0,607628,0,393218,0,0,0,0,,,,,,607628,0,393218,0,0,0,0,0,12,0,393216,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0
case_051,3,884e8b12ac1f7a9b569958909680e8c2f6055966a59c9f929ffd5cee48aae43b,899878f13dbee2c47afe75633117c053a1cc9243347e657e7c0c1e5eccc8ee59,3fe1bcbabeaac2b21492a2b2e9caa2941542c9f1baa8af9c76d753dbc97bad5d,baseline,False,True,True,0,1,0,0,G1_verified_reuse,607628,1,b0,af7fb4cc46ab2a168a0a0863c0c9cdb77488d21223138be846c17049d1559c2c,d9b9b3be58373c368eed5d5d186f3af2f676b1d1a214a718144f58565f6b41f7,607628,0,393218,0,0,0,0,,,,,,607628,0,393218,0,0,0,0,0,12,0,393216,0.0,607628,0,393218,0,0,0,0,,,,,,607628,0,393218,0,0,0,0,0,12,0,393216,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0
case_051,4,884e8b12ac1f7a9b569958909680e8c2f6055966a59c9f929ffd5cee48aae43b,a505e60e9f1bafbc6efe6a088bd395d88ce5a33b60368a3cc6756518da22df02,d2e54558c30e04888e869361c6b78f31fec01bbb2f9b9a9b8bc04c996c898774,baseline,False,True,True,0,1,0,0,G1_verified_reuse,607628,1,b0,af7fb4cc46ab2a168a0a0863c0c9cdb77488d21223138be846c17049d1559c2c,d9b9b3be58373c368eed5d5d186f3af2f676b1d1a214a718144f58565f6b41f7,607628,0,393218,0,0,0,0,,,,,,607628,0,393218,0,0,0,0,0,12,0,393216,0.0,607628,0,393218,0,0,0,0,,,,,,607628,0,393218,0,0,0,0,0,12,0,393216,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0
case_051,5,884e8b12ac1f7a9b569958909680e8c2f6055966a59c9f929ffd5cee48aae43b,ce0fbf0c2559dd286b12fe4ef23a4006f150a8dfdfc801e0f01de90f44562900,a46a2eb117d6d74e96640f70037ebc61764e986036dc625fd89da68c8fbcb243,baseline,False,True,True,0,1,0,0,G1_verified_reuse,607628,1,b0,af7fb4cc46ab2a168a0a0863c0c9cdb77488d21223138be846c17049d1559c2c,d9b9b3be58373c368eed5d5d186f3af2f676b1d1a214a718144f58565f6b41f7,607628,0,393218,0,0,0,0,,,,,,607628,0,393218,0,0,0,0,0,12,0,393216,0.0,607628,0,393218,0,0,0,0,,,,,,607628,0,393218,0,0,0,0,0,12,0,393216,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0
case_052,1,6196e8c72258ff26d0ab4dcee50c4f5b39f78142729a2223cfcbd4a9181ab7d0,6b8c8232d352f6d96992aafb05307949def8c3395f86a8e75b0dae291f2ecf40,6b8c8232d352f6d96992aafb05307949def8c3395f86a8e75b0dae291f2ecf40,G1_baseline,False,True,True,0,1,0,0,G1_verified_reuse,179681,1,b0,8997abcf8a5e2de26e2f6735982a71588293ef31bbe2b3747302b8bbcf90400d,06facf010ee9400dcd6f4d29dc301c3c45ba3ac76a833d391ecfa3abf672e415,180301,0,810204,0,0,0,0,,,,,,180301,0,810204,0,0,0,0,0,259,0,810044,0.0,180301,0,810204,0,0,0,0,,,,,,180301,0,810204,0,0,0,0,0,259,0,810044,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.9965613058163848,0.9965613058163848
case_052,2,6196e8c72258ff26d0ab4dcee50c4f5b39f78142729a2223cfcbd4a9181ab7d0,b3629add6431447edb553e454f117ecf55052fc393129d84c5d69930c91161ec,b3629add6431447edb553e454f117ecf55052fc393129d84c5d69930c91161ec,baseline,False,True,True,0,1,1,0,G1_verified_reuse,179681,1,b0,8997abcf8a5e2de26e2f6735982a71588293ef31bbe2b3747302b8bbcf90400d,06facf010ee9400dcd6f4d29dc301c3c45ba3ac76a833d391ecfa3abf672e415,96545,1204196,2014400,9216,1194980,545010,199,,,,,,96545,1204196,2014400,9216,1194980,545010,199,36,459,104960,1359662,0.07166354185585086,96545,1204196,2014400,9216,1194980,545010,199,,,,,,96545,1204196,2014400,9216,1194980,545010,199,36,459,104960,1359662,0.07166354185585086,1.0,1.0,1.0,1.0,0,1.8675332746387694,1.8675332746387694,1.8675332746387694,1.8675332746387694,1.8611113988295613,1.8611113988295613
case_052,3,6196e8c72258ff26d0ab4dcee50c4f5b39f78142729a2223cfcbd4a9181ab7d0,4c270104bd36795b031db72db1c9b7ec3f9eadfe0e5cd1516765f7ce0f092990,4c270104bd36795b031db72db1c9b7ec3f9eadfe0e5cd1516765f7ce0f092990,baseline,False,True,True,0,1,1,0,G1_verified_reuse,179681,1,b0,8997abcf8a5e2de26e2f6735982a71588293ef31bbe2b3747302b8bbcf90400d,06facf010ee9400dcd6f4d29dc301c3c45ba3ac76a833d391ecfa3abf672e415,69389,1827640,2637844,0,1827640,832412,275,,,,,,69389,1827640,2637844,0,1827640,832412,275,27,539,152064,1653208,0.08423329005269012,69389,1827640,2637844,0,1827640,832412,275,,,,,,69389,1827640,2637844,0,1827640,832412,275,27,539,152064,1653208,0.08423329005269012,1.0,1.0,1.0,1.0,0,2.5984089697214254,2.5984089697214254,2.5984089697214254,2.5984089697214254,2.589473835910591,2.589473835910591
case_052,4,6196e8c72258ff26d0ab4dcee50c4f5b39f78142729a2223cfcbd4a9181ab7d0,8676716b8841c63654ead637d466ac93f79cc539db5bc924c55c69654bc6ba49,2f6125f9a7ec3e7306d1362c780315102314242e2d6f3250baaa750b12d6cc0d,mapping_locality_one_move,True,True,True,0,1,1,0,new_official_evaluation,179681,1,b0,8997abcf8a5e2de26e2f6735982a71588293ef31bbe2b3747302b8bbcf90400d,06facf010ee9400dcd6f4d29dc301c3c45ba3ac76a833d391ecfa3abf672e415,62274,2080652,2890856,0,2080652,950854,309,,,,,,61006,2080652,2890856,0,2080652,950854,309,19,583,124672,1815170,0.06426915181751916,58628,2035340,2845544,0,2035340,928582,304,,,,,,58545,2035340,2845544,0,2035340,928582,304,16,580,109568,1807234,0.057161876917908055,1.0207848408353277,1.0014177128704416,1.0420360406524896,1.0621887152896228,-1185,2.8952853518322255,2.9554633970429136,3.0753394282595345,3.079699376547955,2.885329350932974,3.064764276454936
case_052,5,6196e8c72258ff26d0ab4dcee50c4f5b39f78142729a2223cfcbd4a9181ab7d0,645a818c58e1281a07f440b14f20315d9176102f4ff16e5809a24954f7de93d7,645a818c58e1281a07f440b14f20315d9176102f4ff16e5809a24954f7de93d7,baseline,False,True,True,0,1,1,0,G1_verified_reuse,179681,1,b0,8997abcf8a5e2de26e2f6735982a71588293ef31bbe2b3747302b8bbcf90400d,06facf010ee9400dcd6f4d29dc301c3c45ba3ac76a833d391ecfa3abf672e415,57870,2199428,3009632,0,2199428,967106,330,,,,,,55471,2199428,3009632,0,2199428,967106,330,57,592,258304,1784062,0.126472924049852,57870,2199428,3009632,0,2199428,967106,330,,,,,,55471,2199428,3009632,0,2199428,967106,330,57,592,258304,1784062,0.126472924049852,1.0432478231868905,1.0432478231868905,1.0,1.0,0,3.1156212199758078,3.2503650556146453,3.1156212199758078,3.2503650556146453,3.104907551408329,3.104907551408329
