case,cores,t_i_1,old_winner,old_makespan,old_added_copy_bytes,old_speedup,projected_fallback_source_cores,projected_fallback_makespan,projected_fallback_added_copy_bytes,pre_reevaluation_projected_winner,pre_reevaluation_projected_makespan,pre_reevaluation_projected_added_copy_bytes,pre_reevaluation_projected_speedup,measured_fallback_best_source_cores,measured_fallback_makespan,measured_fallback_added_copy_bytes,final_winner,final_makespan,final_added_copy_bytes,final_speedup,reported_value_kind,officially_measured,makespan_improvement,added_copy_bytes_change,projection_makespan_error,projection_added_copy_bytes_error,fallback_group_status
case_076,4,6185113,b1,3048404,52178944,2.028967617153107,3,3515382,49615880,b1,3048404,52178944,2.028967617153107,3,3515382,49615880,b1,3048404,52178944,2.028967617153107,officially_measured_after_fallback,True,0,0,0,0,success
case_076,5,6185113,b1,2141370,54043652,2.888390609749833,4,3048404,52178944,b1,2141370,54043652,2.888390609749833,4,3048404,52178944,b1,2141370,54043652,2.888390609749833,officially_measured_after_fallback,True,0,0,0,0,success
case_077,1,495320,single_core_baseline,495320,0,1.0,,,,single_core_baseline,495320,0,1.0,,,,single_core_baseline,495320,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_077,2,495320,b2a_w4,302526,3259766,1.6372807626451942,,,,b2a_w4,302526,3259766,1.6372807626451942,,,,b2a_w4,302526,3259766,1.6372807626451942,officially_measured_original,True,0,0,0,0,not_applicable
case_077,3,495320,b2a_w8,244792,4638158,2.023432138305173,2,302526,3259766,b2a_w8,244792,4638158,2.023432138305173,2,302526,3259766,b2a_w8,244792,4638158,2.023432138305173,officially_measured_after_fallback,True,0,0,0,0,success
case_077,4,495320,b2a_w8,188985,4667094,2.6209487525464983,3,244792,4638158,b2a_w8,188985,4667094,2.6209487525464983,3,244792,4638158,b2a_w8,188985,4667094,2.6209487525464983,officially_measured_after_fallback,True,0,0,0,0,success
case_077,5,495320,b2a_w8,166614,4697690,2.9728594235778507,4,188985,4667094,b2a_w8,166614,4697690,2.9728594235778507,4,188985,4667094,b2a_w8,166614,4697690,2.9728594235778507,officially_measured_after_fallback,True,0,0,0,0,success
case_078,1,2296143,single_core_baseline,2296143,12644568,1.0,,,,single_core_baseline,2296143,12644568,1.0,,,,single_core_baseline,2296143,12644568,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_078,2,2296143,b0,1080972,15039360,2.1241466013920807,,,,b0,1080972,15039360,2.1241466013920807,,,,b0,1080972,15039360,2.1241466013920807,officially_measured_original,True,0,0,0,0,not_applicable
case_078,3,2296143,b1,765122,14693376,3.0010155243216117,2,1080972,15039360,b1,765122,14693376,3.0010155243216117,2,1080972,15039360,b1,765122,14693376,3.0010155243216117,officially_measured_after_fallback,True,0,0,0,0,success
case_078,4,2296143,b1,632100,15432576,3.632562885619364,3,765122,14693376,b1,632100,15432576,3.632562885619364,3,765122,14693376,b1,632100,15432576,3.632562885619364,officially_measured_after_fallback,True,0,0,0,0,success
case_078,5,2296143,b2a_w4,561557,15580032,4.088886791545649,4,632100,15432576,b2a_w4,561557,15580032,4.088886791545649,4,632100,15432576,b2a_w4,561557,15580032,4.088886791545649,officially_measured_after_fallback,True,0,0,0,0,success
case_079,1,31052251,single_core_baseline,31052251,32448512,1.0,,,,single_core_baseline,31052251,32448512,1.0,,,,single_core_baseline,31052251,32448512,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_079,2,31052251,b0,15450384,34050048,2.0098044812349,,,,b0,15450384,34050048,2.0098044812349,,,,b0,15450384,34050048,2.0098044812349,officially_measured_original,True,0,0,0,0,not_applicable
case_079,3,31052251,b0,10180207,35033088,3.050257327773394,2,15450384,34050048,b0,10180207,35033088,3.050257327773394,2,15450384,34050048,b0,10180207,35033088,3.050257327773394,officially_measured_after_fallback,True,0,0,0,0,success
case_079,4,31052251,b0,7723180,35672064,4.020656128693103,3,10180207,35033088,b0,7723180,35672064,4.020656128693103,3,10180207,35033088,b0,7723180,35672064,4.020656128693103,officially_measured_after_fallback,True,0,0,0,0,success
case_079,5,31052251,b1,9147564,143568896,3.394592374538183,4,7723180,35672064,inherit_k4,7723180,35672064,4.020656128693103,4,7723180,35672064,inherit_k4,7723180,35672064,4.020656128693103,officially_measured_after_fallback,True,1424384,-107896832,0,0,success
case_080,1,292138,single_core_baseline,292138,548864,1.0,,,,single_core_baseline,292138,548864,1.0,,,,single_core_baseline,292138,548864,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_080,2,292138,b2a_w4,222646,6930432,1.3121187894684836,,,,b2a_w4,222646,6930432,1.3121187894684836,,,,b2a_w4,222646,6930432,1.3121187894684836,officially_measured_original,True,0,0,0,0,not_applicable
case_080,3,292138,b0,119704,4263936,2.4405032413286105,2,222646,6930432,b0,119704,4263936,2.4405032413286105,2,222646,6930432,b0,119704,4263936,2.4405032413286105,officially_measured_after_fallback,True,0,0,0,0,success
case_080,4,292138,b2a_w4,157534,6930432,1.854444119999492,3,119704,4263936,inherit_k3,119704,4263936,2.4405032413286105,3,119704,4263936,inherit_k3,119704,4263936,2.4405032413286105,officially_measured_after_fallback,True,37830,-2666496,0,0,success
case_080,5,292138,b1,137953,5681152,2.1176632621255065,3,119704,4263936,inherit_k3,119704,4263936,2.4405032413286105,3,119704,4263936,inherit_k3,119704,4263936,2.4405032413286105,officially_measured_after_fallback,True,18249,-1417216,0,0,success
case_081,1,151795,single_core_baseline,151795,0,1.0,,,,single_core_baseline,151795,0,1.0,,,,single_core_baseline,151795,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_081,2,151795,b1,96614,811530,1.571149108824808,,,,b1,96614,811530,1.571149108824808,,,,b1,96614,811530,1.571149108824808,officially_measured_original,True,0,0,0,0,not_applicable
case_081,3,151795,b1,66182,807488,2.2935994681333294,2,96614,811530,b1,66182,807488,2.2935994681333294,2,96614,811530,b1,66182,807488,2.2935994681333294,officially_measured_after_fallback,True,0,0,0,0,success
case_081,4,151795,b1,52379,944662,2.8980125622864126,3,66182,807488,b1,52379,944662,2.8980125622864126,3,66182,807488,b1,52379,944662,2.8980125622864126,officially_measured_after_fallback,True,0,0,0,0,success
case_081,5,151795,b1,53692,1000040,2.8271437085599342,4,52379,944662,inherit_k4,52379,944662,2.8980125622864126,4,52379,944662,inherit_k4,52379,944662,2.8980125622864126,officially_measured_after_fallback,True,1313,-55378,0,0,success
case_082,1,721041,single_core_baseline,721041,0,1.0,,,,single_core_baseline,721041,0,1.0,,,,single_core_baseline,721041,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_082,2,721041,b2a_w16,457211,3894114,1.5770421096605287,,,,b2a_w16,457211,3894114,1.5770421096605287,,,,b2a_w16,457211,3894114,1.5770421096605287,officially_measured_original,True,0,0,0,0,not_applicable
case_082,3,721041,b2a_w16,375126,4377220,1.922130164264807,2,457211,3894114,b2a_w16,375126,4377220,1.922130164264807,2,457211,3894114,b2a_w16,375126,4377220,1.922130164264807,officially_measured_after_fallback,True,0,0,0,0,success
case_082,4,721041,b2a_w16,294915,4443548,2.444911245613143,3,375126,4377220,b2a_w16,294915,4443548,2.444911245613143,3,375126,4377220,b2a_w16,294915,4443548,2.444911245613143,officially_measured_after_fallback,True,0,0,0,0,success
case_082,5,721041,b2a_w16,264804,4552362,2.722923369737617,4,294915,4443548,b2a_w16,264804,4552362,2.722923369737617,4,294915,4443548,b2a_w16,264804,4552362,2.722923369737617,officially_measured_after_fallback,True,0,0,0,0,success
case_083,1,1057993,single_core_baseline,1057993,13934688,1.0,,,,single_core_baseline,1057993,13934688,1.0,,,,single_core_baseline,1057993,13934688,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_083,2,1057993,b2a_w4,472408,4187936,2.2395746896750266,,,,b2a_w4,472408,4187936,2.2395746896750266,,,,b2a_w4,472408,4187936,2.2395746896750266,officially_measured_original,True,0,0,0,0,not_applicable
case_083,3,1057993,b2a_w8,341275,7032800,3.100118672624716,2,472408,4187936,b2a_w8,341275,7032800,3.100118672624716,2,472408,4187936,b2a_w8,341275,7032800,3.100118672624716,officially_measured_after_fallback,True,0,0,0,0,success
case_083,4,1057993,b2a_w8,287302,8893600,3.6825117820272744,3,341275,7032800,b2a_w8,287302,8893600,3.6825117820272744,3,341275,7032800,b2a_w8,287302,8893600,3.6825117820272744,officially_measured_after_fallback,True,0,0,0,0,success
case_083,5,1057993,b2a_w8,277053,10754400,3.8187386528931286,4,287302,8893600,b2a_w8,277053,10754400,3.8187386528931286,4,287302,8893600,b2a_w8,277053,10754400,3.8187386528931286,officially_measured_after_fallback,True,0,0,0,0,success
case_084,1,2507412,single_core_baseline,2507412,0,1.0,,,,single_core_baseline,2507412,0,1.0,,,,single_core_baseline,2507412,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_084,2,2507412,b2a_w4,1257025,29776896,1.9947192776595533,,,,b2a_w4,1257025,29776896,1.9947192776595533,,,,b2a_w4,1257025,29776896,1.9947192776595533,officially_measured_original,True,0,0,0,0,not_applicable
case_084,3,2507412,b0,836541,82944,2.9973569735374594,2,1257025,29776896,b0,836541,82944,2.9973569735374594,2,1257025,29776896,b0,836541,82944,2.9973569735374594,officially_measured_after_fallback,True,0,0,0,0,success
case_084,4,2507412,b0,630754,101376,3.9752613538717156,3,836541,82944,b0,630754,101376,3.9752613538717156,3,836541,82944,b0,630754,101376,3.9752613538717156,officially_measured_after_fallback,True,0,0,0,0,success
case_084,5,2507412,b1,505173,92160,4.963471919520639,4,630754,101376,b1,505173,92160,4.963471919520639,4,630754,101376,b1,505173,92160,4.963471919520639,officially_measured_after_fallback,True,0,0,0,0,success
case_085,1,3187899,single_core_baseline,3187899,0,1.0,,,,single_core_baseline,3187899,0,1.0,,,,single_core_baseline,3187899,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_085,2,3187899,b2a_w16,2379485,9492140,1.3397432637734636,,,,b2a_w16,2379485,9492140,1.3397432637734636,,,,b2a_w16,2379485,9492140,1.3397432637734636,officially_measured_original,True,0,0,0,0,not_applicable
case_085,3,3187899,b2a_w16,2140299,10641880,1.4894643225082103,2,2379485,9492140,b2a_w16,2140299,10641880,1.4894643225082103,2,2379485,9492140,b2a_w16,2140299,10641880,1.4894643225082103,officially_measured_after_fallback,True,0,0,0,0,success
case_085,4,3187899,b2a_w16,2011650,11791620,1.5847185146521512,3,2140299,10641880,b2a_w16,2011650,11791620,1.5847185146521512,3,2140299,10641880,b2a_w16,2011650,11791620,1.5847185146521512,officially_measured_after_fallback,True,0,0,0,0,success
case_085,5,3187899,b2a_w16,1881266,12096030,1.6945498403734507,4,2011650,11791620,b2a_w16,1881266,12096030,1.6945498403734507,4,2011650,11791620,b2a_w16,1881266,12096030,1.6945498403734507,officially_measured_after_fallback,True,0,0,0,0,success
case_086,1,118403,single_core_baseline,118403,0,1.0,,,,single_core_baseline,118403,0,1.0,,,,single_core_baseline,118403,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_086,2,118403,b2a_w16,91416,2978098,1.2952109039992998,,,,b2a_w16,91416,2978098,1.2952109039992998,,,,b2a_w16,91416,2978098,1.2952109039992998,officially_measured_original,True,0,0,0,0,not_applicable
case_086,3,118403,b2a_w16,83924,3269108,1.4108359944711881,2,91416,2978098,b2a_w16,83924,3269108,1.4108359944711881,2,91416,2978098,b2a_w16,83924,3269108,1.4108359944711881,officially_measured_after_fallback,True,0,0,0,0,success
case_086,4,118403,b2a_w8,75245,2084406,1.573566349923583,3,83924,3269108,b2a_w8,75245,2084406,1.573566349923583,3,83924,3269108,b2a_w8,75245,2084406,1.573566349923583,officially_measured_after_fallback,True,0,0,0,0,success
case_086,5,118403,b2a_w16,75300,3458802,1.5724169986719787,4,75245,2084406,inherit_k4,75245,2084406,1.573566349923583,4,75245,2084406,inherit_k4,75245,2084406,1.573566349923583,officially_measured_after_fallback,True,55,-1374396,0,0,success
case_087,1,3974071,single_core_baseline,3974071,7902720,1.0,,,,single_core_baseline,3974071,7902720,1.0,,,,single_core_baseline,3974071,7902720,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_087,2,3974071,b2a_w4,2242785,28326240,1.7719357851956385,,,,b2a_w4,2242785,28326240,1.7719357851956385,,,,b2a_w4,2242785,28326240,1.7719357851956385,officially_measured_original,True,0,0,0,0,not_applicable
case_087,3,3974071,b2a_w4,1591733,28326240,2.496694483308444,2,2242785,28326240,b2a_w4,1591733,28326240,2.496694483308444,2,2242785,28326240,b2a_w4,1591733,28326240,2.496694483308444,officially_measured_after_fallback,True,0,0,0,0,success
case_087,4,3974071,b2a_w8,1387347,35818216,2.864511185737959,3,1591733,28326240,b2a_w8,1387347,35818216,2.864511185737959,3,1591733,28326240,b2a_w8,1387347,35818216,2.864511185737959,officially_measured_after_fallback,True,0,0,0,0,success
case_087,5,3974071,b2a_w8,1221168,37435656,3.2543196349724197,4,1387347,35818216,b2a_w8,1221168,37435656,3.2543196349724197,4,1387347,35818216,b2a_w8,1221168,37435656,3.2543196349724197,officially_measured_after_fallback,True,0,0,0,0,success
case_088,1,243623,single_core_baseline,243623,0,1.0,,,,single_core_baseline,243623,0,1.0,,,,single_core_baseline,243623,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_088,2,243623,b2a_w16,158945,2658980,1.5327503224385794,,,,b2a_w16,158945,2658980,1.5327503224385794,,,,b2a_w16,158945,2658980,1.5327503224385794,officially_measured_original,True,0,0,0,0,not_applicable
case_088,3,243623,b2a_w16,123889,2809516,1.966461913487073,2,158945,2658980,b2a_w16,123889,2809516,1.966461913487073,2,158945,2658980,b2a_w16,123889,2809516,1.966461913487073,officially_measured_after_fallback,True,0,0,0,0,success
case_088,4,243623,b2a_w16,112669,2964660,2.1622895383823413,3,123889,2809516,b2a_w16,112669,2964660,2.1622895383823413,3,123889,2809516,b2a_w16,112669,2964660,2.1622895383823413,officially_measured_after_fallback,True,0,0,0,0,success
case_088,5,243623,b2a_w16,107912,3010236,2.257608051004522,4,112669,2964660,b2a_w16,107912,3010236,2.257608051004522,4,112669,2964660,b2a_w16,107912,3010236,2.257608051004522,officially_measured_after_fallback,True,0,0,0,0,success
case_089,1,693092,single_core_baseline,693092,0,1.0,,,,single_core_baseline,693092,0,1.0,,,,single_core_baseline,693092,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_089,2,693092,b0,348428,1671040,1.989197194255341,,,,b0,348428,1671040,1.989197194255341,,,,b0,348428,1671040,1.989197194255341,officially_measured_original,True,0,0,0,0,not_applicable
case_089,3,693092,b2a_w8,239513,2832000,2.8937552450180157,2,348428,1671040,b2a_w8,239513,2832000,2.8937552450180157,2,348428,1671040,b2a_w8,239513,2832000,2.8937552450180157,officially_measured_after_fallback,True,0,0,0,0,success
case_089,4,693092,b0,193916,3711872,3.5741867612780793,3,239513,2832000,b0,193916,3711872,3.5741867612780793,3,239513,2832000,b0,193916,3711872,3.5741867612780793,officially_measured_after_fallback,True,0,0,0,0,success
case_089,5,693092,b2a_w4,168448,3029120,4.114575417933131,4,193916,3711872,b2a_w4,168448,3029120,4.114575417933131,4,193916,3711872,b2a_w4,168448,3029120,4.114575417933131,officially_measured_after_fallback,True,0,0,0,0,success
case_090,1,1178363,single_core_baseline,1178363,21233592,1.0,,,,single_core_baseline,1178363,21233592,1.0,,,,single_core_baseline,1178363,21233592,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_090,2,1178363,b2a_w16,533220,7339008,2.20990022879862,,,,b2a_w16,533220,7339008,2.20990022879862,,,,b2a_w16,533220,7339008,2.20990022879862,officially_measured_original,True,0,0,0,0,not_applicable
case_090,3,1178363,b2a_w16,432618,11635968,2.723795588717991,2,533220,7339008,b2a_w16,432618,11635968,2.723795588717991,2,533220,7339008,b2a_w16,432618,11635968,2.723795588717991,officially_measured_after_fallback,True,0,0,0,0,success
case_090,4,1178363,b2a_w16,400988,15932928,2.938649036878909,3,432618,11635968,b2a_w16,400988,15932928,2.938649036878909,3,432618,11635968,b2a_w16,400988,15932928,2.938649036878909,officially_measured_after_fallback,True,0,0,0,0,success
case_090,5,1178363,b2a_w16,472199,20229888,2.495479660058577,4,400988,15932928,inherit_k4,400988,15932928,2.938649036878909,4,400988,15932928,inherit_k4,400988,15932928,2.938649036878909,officially_measured_after_fallback,True,71211,-4296960,0,0,success
case_091,1,9186769,single_core_baseline,9186769,53947008,1.0,,,,single_core_baseline,9186769,53947008,1.0,,,,single_core_baseline,9186769,53947008,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_091,2,9186769,b1,5650577,38405256,1.6258107800318444,,,,b1,5650577,38405256,1.6258107800318444,,,,b1,5650577,38405256,1.6258107800318444,officially_measured_original,True,0,0,0,0,not_applicable
case_091,3,9186769,b2a_w4,4742807,145184784,1.9369898458866237,2,5650577,38405256,b2a_w4,4742807,145184784,1.9369898458866237,2,5650577,38405256,b2a_w4,4742807,145184784,1.9369898458866237,officially_measured_after_fallback,True,0,0,0,0,success
case_091,4,9186769,b2a_w4,4138533,145184784,2.219812914382947,3,4742807,145184784,b2a_w4,4138533,145184784,2.219812914382947,3,4742807,145184784,b2a_w4,4138533,145184784,2.219812914382947,officially_measured_after_fallback,True,0,0,0,0,success
case_091,5,9186769,b1,3077910,48851592,2.9847425688210505,4,4138533,145184784,b1,3077910,48851592,2.9847425688210505,4,4138533,145184784,b1,3077910,48851592,2.9847425688210505,officially_measured_after_fallback,True,0,0,0,0,success
case_092,1,4815554,single_core_baseline,4815554,66000096,1.0,,,,single_core_baseline,4815554,66000096,1.0,,,,single_core_baseline,4815554,66000096,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_092,2,4815554,b2a_w4,2091382,9549600,2.3025702621520123,,,,b2a_w4,2091382,9549600,2.3025702621520123,,,,b2a_w4,2091382,9549600,2.3025702621520123,officially_measured_original,True,0,0,0,0,not_applicable
case_092,3,4815554,b2a_w8,1425631,15557600,3.377840408913667,2,2091382,9549600,b2a_w8,1425631,15557600,3.377840408913667,2,2091382,9549600,b2a_w8,1425631,15557600,3.377840408913667,officially_measured_after_fallback,True,0,0,0,0,success
case_092,4,4815554,b2a_w8,1116964,17418400,4.311288456924306,3,1425631,15557600,b2a_w8,1116964,17418400,4.311288456924306,3,1425631,15557600,b2a_w8,1116964,17418400,4.311288456924306,officially_measured_after_fallback,True,0,0,0,0,success
case_092,5,4815554,b2a_w8,897210,19279200,5.367254043089132,4,1116964,17418400,b2a_w8,897210,19279200,5.367254043089132,4,1116964,17418400,b2a_w8,897210,19279200,5.367254043089132,officially_measured_after_fallback,True,0,0,0,0,success
case_093,1,74205,single_core_baseline,74205,0,1.0,,,,single_core_baseline,74205,0,1.0,,,,single_core_baseline,74205,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_093,2,74205,b0,47547,114688,1.560666288093886,,,,b0,47547,114688,1.560666288093886,,,,b0,47547,114688,1.560666288093886,officially_measured_original,True,0,0,0,0,not_applicable
case_093,3,74205,b1,33714,200704,2.2010144153764015,2,47547,114688,b1,33714,200704,2.2010144153764015,2,47547,114688,b1,33714,200704,2.2010144153764015,officially_measured_after_fallback,True,0,0,0,0,success
case_093,4,74205,b1,26594,286720,2.790291043092427,3,33714,200704,b1,26594,286720,2.790291043092427,3,33714,200704,b1,26594,286720,2.790291043092427,officially_measured_after_fallback,True,0,0,0,0,success
case_093,5,74205,b1,23720,286720,3.128372681281619,4,26594,286720,b1,23720,286720,3.128372681281619,4,26594,286720,b1,23720,286720,3.128372681281619,officially_measured_after_fallback,True,0,0,0,0,success
case_094,1,94892,single_core_baseline,94892,0,1.0,,,,single_core_baseline,94892,0,1.0,,,,single_core_baseline,94892,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_094,2,94892,b1,55265,418824,1.7170360987967068,,,,b1,55265,418824,1.7170360987967068,,,,b1,55265,418824,1.7170360987967068,officially_measured_original,True,0,0,0,0,not_applicable
case_094,3,94892,b2a_w4,50213,1612308,1.889789496743871,2,55265,418824,b2a_w4,50213,1612308,1.889789496743871,2,55265,418824,b2a_w4,50213,1612308,1.889789496743871,officially_measured_after_fallback,True,0,0,0,0,success
case_094,4,94892,b1,34140,759080,2.7794961921499706,3,50213,1612308,b1,34140,759080,2.7794961921499706,3,50213,1612308,b1,34140,759080,2.7794961921499706,officially_measured_after_fallback,True,0,0,0,0,success
case_094,5,94892,b1,29604,831012,3.2053776516686936,4,34140,759080,b1,29604,831012,3.2053776516686936,4,34140,759080,b1,29604,831012,3.2053776516686936,officially_measured_after_fallback,True,0,0,0,0,success
case_095,1,2084853,single_core_baseline,2084853,0,1.0,,,,single_core_baseline,2084853,0,1.0,,,,single_core_baseline,2084853,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_095,2,2084853,b0,1043006,221184,1.9988887887509756,,,,b0,1043006,221184,1.9988887887509756,,,,b0,1043006,221184,1.9988887887509756,officially_measured_original,True,0,0,0,0,not_applicable
case_095,3,2084853,b0,697770,221184,2.987879960445419,2,1043006,221184,b0,697770,221184,2.987879960445419,2,1043006,221184,b0,697770,221184,2.987879960445419,officially_measured_after_fallback,True,0,0,0,0,success
case_095,4,2084853,b1,527479,221184,3.9524853122114814,3,697770,221184,b1,527479,221184,3.9524853122114814,3,697770,221184,b1,527479,221184,3.9524853122114814,officially_measured_after_fallback,True,0,0,0,0,success
case_095,5,2084853,b1,424998,294912,4.90555955557438,4,527479,221184,b1,424998,294912,4.90555955557438,4,527479,221184,b1,424998,294912,4.90555955557438,officially_measured_after_fallback,True,0,0,0,0,success
case_096,1,84194,single_core_baseline,84194,0,1.0,,,,single_core_baseline,84194,0,1.0,,,,single_core_baseline,84194,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_096,2,84194,b2a_w4,48294,1193744,1.7433635648320702,,,,b2a_w4,48294,1193744,1.7433635648320702,,,,b2a_w4,48294,1193744,1.7433635648320702,officially_measured_original,True,0,0,0,0,not_applicable
case_096,3,84194,b2a_w4,42878,1267472,1.9635710620831195,2,48294,1193744,b2a_w4,42878,1267472,1.9635710620831195,2,48294,1193744,b2a_w4,42878,1267472,1.9635710620831195,officially_measured_after_fallback,True,0,0,0,0,success
case_096,4,84194,b2a_w4,41415,1341200,2.0329349269588315,3,42878,1267472,b2a_w4,41415,1341200,2.0329349269588315,3,42878,1267472,b2a_w4,41415,1341200,2.0329349269588315,officially_measured_after_fallback,True,0,0,0,0,success
case_096,5,84194,b2a_w4,41212,1414928,2.0429486557313403,4,41415,1341200,b2a_w4,41212,1414928,2.0429486557313403,4,41415,1341200,b2a_w4,41212,1414928,2.0429486557313403,officially_measured_after_fallback,True,0,0,0,0,success
case_097,1,11491509,single_core_baseline,11491509,10584064,1.0,,,,single_core_baseline,11491509,10584064,1.0,,,,single_core_baseline,11491509,10584064,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_097,2,11491509,b0,5156692,11927552,2.2284652641654765,,,,b0,5156692,11927552,2.2284652641654765,,,,b0,5156692,11927552,2.2284652641654765,officially_measured_original,True,0,0,0,0,not_applicable
case_097,3,11491509,b2a_w4,4316892,84934656,2.661986679305389,2,5156692,11927552,b2a_w4,4316892,84934656,2.661986679305389,2,5156692,11927552,b2a_w4,4316892,84934656,2.661986679305389,officially_measured_after_fallback,True,0,0,0,0,success
case_097,4,11491509,b0,2583836,14483456,4.447460674748707,3,4316892,84934656,b0,2583836,14483456,4.447460674748707,3,4316892,84934656,b0,2583836,14483456,4.447460674748707,officially_measured_after_fallback,True,0,0,0,0,success
case_097,5,11491509,b2a_w8,2917550,91226112,3.9387530633579546,4,2583836,14483456,inherit_k4,2583836,14483456,4.447460674748707,4,2583836,14483456,inherit_k4,2583836,14483456,4.447460674748707,officially_measured_after_fallback,True,333714,-76742656,0,0,success
case_098,1,177430,single_core_baseline,177430,0,1.0,,,,single_core_baseline,177430,0,1.0,,,,single_core_baseline,177430,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_098,2,177430,b2a_w4,94609,2386102,1.8754029743470495,,,,b2a_w4,94609,2386102,1.8754029743470495,,,,b2a_w4,94609,2386102,1.8754029743470495,officially_measured_original,True,0,0,0,0,not_applicable
case_098,3,177430,b2a_w4,94026,2386102,1.8870312466764512,2,94609,2386102,b2a_w4,94026,2386102,1.8870312466764512,2,94609,2386102,b2a_w4,94026,2386102,1.8870312466764512,officially_measured_after_fallback,True,0,0,0,0,success
case_098,4,177430,b2a_w4,95784,2386102,1.8523970600517832,3,94026,2386102,inherit_k3,94026,2386102,1.8870312466764512,3,94026,2386102,inherit_k3,94026,2386102,1.8870312466764512,officially_measured_after_fallback,True,1758,0,0,0,success
case_098,5,177430,b2a_w4,96893,2386102,1.8311952359819594,3,94026,2386102,inherit_k3,94026,2386102,1.8870312466764512,3,94026,2386102,inherit_k3,94026,2386102,1.8870312466764512,officially_measured_after_fallback,True,2867,0,0,0,success
case_099,1,1622999,single_core_baseline,1622999,5484544,1.0,,,,single_core_baseline,1622999,5484544,1.0,,,,single_core_baseline,1622999,5484544,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_099,2,1622999,b1,1599503,10176000,1.01468956294549,,,,b1,1599503,10176000,1.01468956294549,,,,b1,1599503,10176000,1.01468956294549,officially_measured_original,True,0,0,0,0,not_applicable
case_099,3,1622999,b2a_w4,789639,16063104,2.0553683392031044,2,1599503,10176000,b2a_w4,789639,16063104,2.0553683392031044,2,1599503,10176000,b2a_w4,789639,16063104,2.0553683392031044,officially_measured_after_fallback,True,0,0,0,0,success
case_099,4,1622999,b2a_w4,658914,16128640,2.4631423827692234,3,789639,16063104,b2a_w4,658914,16128640,2.4631423827692234,3,789639,16063104,b2a_w4,658914,16128640,2.4631423827692234,officially_measured_after_fallback,True,0,0,0,0,success
case_099,5,1622999,b2a_w4,551115,16194176,2.9449370820972027,4,658914,16128640,b2a_w4,551115,16194176,2.9449370820972027,4,658914,16128640,b2a_w4,551115,16194176,2.9449370820972027,officially_measured_after_fallback,True,0,0,0,0,success
case_100,1,151223,single_core_baseline,151223,0,1.0,,,,single_core_baseline,151223,0,1.0,,,,single_core_baseline,151223,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_100,2,151223,b2a_w4,88870,2442608,1.7016203443231688,,,,b2a_w4,88870,2442608,1.7016203443231688,,,,b2a_w4,88870,2442608,1.7016203443231688,officially_measured_original,True,0,0,0,0,not_applicable
case_100,3,151223,b2a_w4,82961,2516336,1.822820361374622,2,88870,2442608,b2a_w4,82961,2516336,1.822820361374622,2,88870,2442608,b2a_w4,82961,2516336,1.822820361374622,officially_measured_after_fallback,True,0,0,0,0,success
case_100,4,151223,b2a_w4,76975,2590064,1.9645729132835337,3,82961,2516336,b2a_w4,76975,2590064,1.9645729132835337,3,82961,2516336,b2a_w4,76975,2590064,1.9645729132835337,officially_measured_after_fallback,True,0,0,0,0,success
case_100,5,151223,b2a_w4,75870,2663792,1.9931857124027943,4,76975,2590064,b2a_w4,75870,2663792,1.9931857124027943,4,76975,2590064,b2a_w4,75870,2663792,1.9931857124027943,officially_measured_after_fallback,True,0,0,0,0,success
