case,cores,plan_sha256,graph_sha256,no_l2_source,same_core_speedup,no_l2_makespan,no_l2_added_copy_bytes,no_l2_scheduled_copy_bytes,no_l2_spill_added_copy_bytes,no_l2_partition_added_copy_bytes,no_l2_cross_task_traffic_bytes,no_l2_cross_core_transfer_count,no_l2_copy_in_hits,no_l2_copy_in_misses,no_l2_cache_hit_bytes,no_l2_cache_miss_bytes,no_l2_cache_hit_rate_bytes,l2_makespan,l2_added_copy_bytes,l2_scheduled_copy_bytes,l2_spill_added_copy_bytes,l2_partition_added_copy_bytes,l2_cross_task_traffic_bytes,l2_cross_core_transfer_count,l2_copy_in_hits,l2_copy_in_misses,l2_cache_hit_bytes,l2_cache_miss_bytes,l2_cache_hit_rate_bytes
case_090,3,1cebd7129a01906709739958648376e3b7a460f0e85e91bc9f8c442399b77e52,a91d3ad4c40e53d5731b81b3eb72bcf922f5ef06094e860b5c5729619cb2d312,stage1_verified_reuse,1.0445206534666889,338995,6867840,9096192,2047872,4819968,261504,194,,,,,,324546,6867840,9096192,2047872,4819968,261504,194,91,308,2498256,6285744,0.2844098360655738
case_090,4,8f445d49740975f39c12af359b67b2dca7421b0e68d2e360f112c0e87d59d666,a91d3ad4c40e53d5731b81b3eb72bcf922f5ef06094e860b5c5729619cb2d312,stage1_verified_reuse,1.1214314748323284,331069,12221280,14449632,5318880,6902400,228480,171,,,,,,295220,12221280,14449632,5318880,6902400,228480,171,164,336,5497920,8662944,0.38824749676290937
case_090,5,1c3e628da5c0aa4abe280228d668f69513474b3e710f0dccf8a5cd67041596c1,a91d3ad4c40e53d5731b81b3eb72bcf922f5ef06094e860b5c5729619cb2d312,stage1_verified_reuse,1.1214314748323284,331069,12221280,14449632,5318880,6902400,228480,171,,,,,,295220,12221280,14449632,5318880,6902400,228480,171,164,336,5497920,8662944,0.38824749676290937
case_091,1,83059801f17b3e1453a3883bd33063fd1742348321deba9e6d65bcaa13888b7b,6fa7e61f09003382ba36061d74d4be90ed3acbe750a3d46c3b6d1e1fc27579f3,stage1_verified_reuse,1.001957612866214,9186769,53947008,60524664,53947008,0,0,0,,,,,,9168820,53947008,60524664,53947008,0,0,0,1489,13970,6374016,54108672,0.10538579237748164
case_091,2,1adb180ba487d506ab0e9f9826f1dd39bb61a3da3c7a604d0eb7f0239cd44d6e,6fa7e61f09003382ba36061d74d4be90ed3acbe750a3d46c3b6d1e1fc27579f3,stage1_verified_reuse,1.002149485543339,5702896,52064896,58642552,42861184,9203712,1935360,630,,,,,,5690664,52064896,58642552,42861184,9203712,1935360,630,1499,12531,5935584,48447136,0.10914466948324762
case_091,3,6a39ffb459d7be31c79f4cdad646037a72eab3c9e2d0456ff57d5e28b8586118,6fa7e61f09003382ba36061d74d4be90ed3acbe750a3d46c3b6d1e1fc27579f3,stage1_verified_reuse,1.001152404096212,4650425,144634984,151212640,47896672,96738312,47410180,15409,,,,,,4645072,144634984,151212640,47896672,96738312,47410180,15409,217,24666,1329664,81121380,0.016126709080845597
case_091,4,c524339e49023692f1085e19a04f2e9d460351a3058c4c6e49b1ffe6eeb03b2f,6fa7e61f09003382ba36061d74d4be90ed3acbe750a3d46c3b6d1e1fc27579f3,stage1_verified_reuse,1.0049955118838272,4022789,141415884,147993540,41697216,99718668,48422918,15741,,,,,,4002793,141415884,147993540,41697216,99718668,48422918,15741,246,23872,2896608,77125862,0.0361974330459932
case_091,5,a4f5b1a8d99a4f2043457932f24df5aa1bd4c12ef9604b46c1dbbde821e9d38c,6fa7e61f09003382ba36061d74d4be90ed3acbe750a3d46c3b6d1e1fc27579f3,stage1_verified_reuse,1.001020226813136,3126021,46014084,52591740,23471232,22542852,3259394,1062,,,,,,3122835,46014084,52591740,23471232,22542852,3259394,1062,2904,9815,9705760,38134626,0.2028779617288205
case_092,1,35b11588f2a2679e2c867d9bb4df228a8dd6e831edddf66fa52151ea365eee72,ddb267b7178d1b240f76fb7ed508799fbc7621b45156064b2a229c5c0d90996d,stage1_verified_reuse,1.111205361047122,4815554,66000096,69257024,66000096,0,0,0,,,,,,4333631,66000096,69257024,66000096,0,0,0,4463,1040,52970464,13780832,0.7935495964003455
case_092,2,53b5f676d1e15b142b37ed658a8a121f64a26211df79ac412afb2799407fd5ee,ddb267b7178d1b240f76fb7ed508799fbc7621b45156064b2a229c5c0d90996d,stage1_verified_reuse,1.0,2015242,5567072,8824000,4636672,930400,0,0,,,,,,2015242,5567072,8824000,4636672,930400,0,0,0,836,0,5342400,0.0
case_092,3,b1fce184982e1cd0c55fdf0b38c694f1fcdc6614bf5db3cff0da8b4cc4feb512,ddb267b7178d1b240f76fb7ed508799fbc7621b45156064b2a229c5c0d90996d,stage1_verified_reuse,1.0016975659711977,1334168,25523392,28780320,532480,24990912,11565056,3693,,,,,,1331907,25523392,28780320,532480,24990912,11565056,3693,85,3933,1618304,14167456,0.10251669859417602
case_092,4,a92a8c80fc6ad2937bc975523462043dbb6e91951c5610cd12fbd84703400053,ddb267b7178d1b240f76fb7ed508799fbc7621b45156064b2a229c5c0d90996d,stage1_verified_reuse,1.0,1018974,13405984,16662912,0,13405984,5307392,1988,,,,,,1018974,13405984,16662912,0,13405984,5307392,1988,66,2264,870656,9321600,0.08542328607130747
case_092,5,06c16409ffbda35f97e26875a0e99c0bde27a196927b7ed3bdb4c2be8d9d2705,ddb267b7178d1b240f76fb7ed508799fbc7621b45156064b2a229c5c0d90996d,stage1_verified_reuse,1.005838761742761,832577,13308288,16565216,73728,13234560,4756480,1932,,,,,,827744,13308288,16565216,73728,13234560,4756480,1932,112,2221,1270784,9337824,0.11978800611729644
case_093,1,4adf08b30954139c59001036b4da46d5c350f7c5749f8889fa068577b5aadb38,3a68ca960cc21b10a94b0524f5c16d2ee4995f2e5a75e667d58099571a7cdc36,stage1_verified_reuse,1.0,74205,0,714752,0,0,0,0,,,,,,74205,0,714752,0,0,0,0,0,280,0,573440,0.0
case_093,2,c8efa4232e85fc93626c1ea493d69c3e6341b2b45d54c1abfdf6f8302d20a4e1,3a68ca960cc21b10a94b0524f5c16d2ee4995f2e5a75e667d58099571a7cdc36,stage1_verified_reuse,1.0,45680,843776,1558528,0,843776,421888,206,,,,,,45680,843776,1558528,0,843776,421888,206,0,486,0,995328,0.0
case_093,3,b7083bbab758bea10a416ed2fe3fc9795bc1b65d6b0019a72c0fac044ec1157c,3a68ca960cc21b10a94b0524f5c16d2ee4995f2e5a75e667d58099571a7cdc36,stage1_verified_reuse,1.0,31740,98304,813056,0,98304,40960,20,,,,,,31740,98304,813056,0,98304,40960,20,0,308,0,630784,0.0
case_093,4,c85cda13acdf73f1c3e300a178fe5001c541f204b5f89947ed891c70d20e2200,3a68ca960cc21b10a94b0524f5c16d2ee4995f2e5a75e667d58099571a7cdc36,stage1_verified_reuse,1.0022903677312636,23631,155648,870400,0,155648,65536,32,,,,,,23577,155648,870400,0,155648,65536,32,6,318,12288,651264,0.018518518518518517
case_093,5,d5cb8cc0c982de2f811e5ca691fc7c78f0b40d90042de567f63713196991bb0d,3a68ca960cc21b10a94b0524f5c16d2ee4995f2e5a75e667d58099571a7cdc36,stage1_verified_reuse,1.0145138609883488,20201,147456,862208,0,147456,57344,28,,,,,,19912,147456,862208,0,147456,57344,28,10,314,20480,643072,0.030864197530864196
case_094,1,31327749f59682cc9fb9dcd47995cc217c277a372b6a72d33032903ba56c38ac,06e7b0eb1eecb9a98b6691dfe5f8039c6f7b21ab0f3ea8e6a072ade002a68fec,stage1_verified_reuse,1.0,94892,0,526692,0,0,0,0,,,,,,94892,0,526692,0,0,0,0,0,104,0,471328,0.0
case_094,2,c76d6fea9ee7630b7d0872ea98686821a6ce23e3f16f43bca0d529458c913d1a,06e7b0eb1eecb9a98b6691dfe5f8039c6f7b21ab0f3ea8e6a072ade002a68fec,stage1_verified_reuse,1.012469118991577,52048,771084,1297776,0,771084,339462,92,,,,,,51407,771084,1297776,0,771084,339462,92,29,196,92160,810790,0.10206545212913229
case_094,3,f117e3475b9b5d0ce86a51aa0605f9427b03f204e67950e98d0ee37fee1a4272,06e7b0eb1eecb9a98b6691dfe5f8039c6f7b21ab0f3ea8e6a072ade002a68fec,stage1_verified_reuse,1.0516832492844488,38581,998164,1524856,0,998164,430090,117,,,,,,36685,998164,1524856,0,998164,430090,117,35,221,137984,901418,0.13275325619923764
case_094,4,db269b57a23755844d20a768a6b8d290284472deff112df46d516aa585958520,06e7b0eb1eecb9a98b6691dfe5f8039c6f7b21ab0f3ea8e6a072ade002a68fec,stage1_verified_reuse,1.0,30467,482084,1008776,0,482084,144898,34,,,,,,30467,482084,1008776,0,482084,144898,34,21,145,160032,648482,0.19793349280284572
case_094,5,89b92d03a6dc96a25324133a230ad1684074bb6475480f9006aff2eda5e70cb3,06e7b0eb1eecb9a98b6691dfe5f8039c6f7b21ab0f3ea8e6a072ade002a68fec,stage1_verified_reuse,1.0,26086,547616,1074308,0,547616,187136,42,,,,,,26086,547616,1074308,0,547616,187136,42,26,149,131872,699936,0.15853658536585366
case_095,1,ced999421ac154875d392b1953369f09dbeb2c2f92fa816820d4f797e1dd3884,99875b1d3025c71f87e04818e28c08915928813f495d080ae6436879f6cb540f,stage1_verified_reuse,1.0,2084853,0,11355036,0,0,0,0,,,,,,2084853,0,11355036,0,0,0,0,0,1848,0,8516508,0.0
case_095,2,492a25fb5637a795e216f95050c9937c5eb3b1f3492055455af1845c1a95e347,99875b1d3025c71f87e04818e28c08915928813f495d080ae6436879f6cb540f,stage1_verified_reuse,1.0,1040351,110592,11465628,0,110592,55296,3,,,,,,1040351,110592,11465628,0,110592,55296,3,0,1851,0,8571804,0.0
case_095,3,1cacdda053014db827853ccc7fad7edb091d40ca9dcf7e3a8a3eaca1dab52057,99875b1d3025c71f87e04818e28c08915928813f495d080ae6436879f6cb540f,stage1_verified_reuse,1.0,693735,0,11355036,0,0,0,0,,,,,,693735,0,11355036,0,0,0,0,0,1848,0,8516508,0.0
case_095,4,52e107273f5b2a6745ac60b6ee92c66860481254eb6895540f7fac85f80de489,99875b1d3025c71f87e04818e28c08915928813f495d080ae6436879f6cb540f,stage1_verified_reuse,1.0,522106,147456,11502492,0,147456,73728,4,,,,,,522106,147456,11502492,0,147456,73728,4,0,1852,0,8590236,0.0
case_095,5,35872d7649a76e3d2c2593805297a7c944ef95c460e35496b30df41e0fd51548,99875b1d3025c71f87e04818e28c08915928813f495d080ae6436879f6cb540f,stage1_verified_reuse,1.0,418656,221184,11576220,0,221184,110592,6,,,,,,418656,221184,11576220,0,221184,110592,6,0,1854,0,8627100,0.0
case_096,1,27a0553484623870c985b92430303b88ee9fbedac73dd55d6f763ace1bd395d2,c26df1f4c6e282279a2f86c24d13be04e5c0e8b24b36149899bf7e7a91cf579a,stage1_verified_reuse,1.0,84194,0,219558,0,0,0,0,,,,,,84194,0,219558,0,0,0,0,0,114,0,210260,0.0
case_096,2,b2b7108c5bf5a5744094efe8e0d9696d3e1b924baf0f2c24494ed2f87c65d474,c26df1f4c6e282279a2f86c24d13be04e5c0e8b24b36149899bf7e7a91cf579a,stage1_verified_reuse,1.0037877099950983,45052,679688,899246,0,679688,313092,148,,,,,,44882,679688,899246,0,679688,313092,148,27,262,53504,523352,0.09275105052214071
case_096,3,412b8bca255b39758fdd4b7ee1e793f766db969917cb204d0923a113c4a12d20,c26df1f4c6e282279a2f86c24d13be04e5c0e8b24b36149899bf7e7a91cf579a,stage1_verified_reuse,1.0,36103,601864,821422,0,601864,199684,102,,,,,,36103,601864,821422,0,601864,199684,102,55,217,184064,428376,0.30054209391940434
case_096,4,e40c3c87aab7ab644dd49c2d79adc7ce9da0de77034b1a4ea45cc7a856e01f2e,c26df1f4c6e282279a2f86c24d13be04e5c0e8b24b36149899bf7e7a91cf579a,stage1_verified_reuse,1.0155171920180939,35471,800524,1020082,0,800524,278022,135,,,,,,34929,800524,1020082,0,800524,278022,135,63,253,170752,562010,0.2330251841662095
case_096,5,4fa65419d0c1d318ff456c34f494a0bbe1f58ec5dcf815ba13de97b4f6f7369b,c26df1f4c6e282279a2f86c24d13be04e5c0e8b24b36149899bf7e7a91cf579a,stage1_verified_reuse,1.0155171920180939,35471,800524,1020082,0,800524,278022,135,,,,,,34929,800524,1020082,0,800524,278022,135,63,253,170752,562010,0.2330251841662095
case_097,1,6870d240f6c009c4debc04d95df8c193bb5e950a2d1e9474b8c1f5a83df04df0,7dc5c8ebf92052dbdd1bf59794a8fcef74e3ab3c59d5f0b4e753bf38a741ffaf,stage1_verified_reuse,1.0,11491509,10584064,15630336,10584064,0,0,0,,,,,,11491509,10584064,15630336,10584064,0,0,0,0,3416,0,14843904,0.0
case_097,2,2ed685ebb0555519674fc63e7404cfdd2ecc4021757bca2e84f2ac0439127644,7dc5c8ebf92052dbdd1bf59794a8fcef74e3ab3c59d5f0b4e753bf38a741ffaf,stage1_verified_reuse,1.0,5834394,10584064,15630336,8880128,1703936,0,0,,,,,,5834394,10584064,15630336,8880128,1703936,0,0,0,3416,0,14843904,0.0
case_097,3,e716f3e9cd60f825a290c754780b98b6437232f8283bdfbab4565b2f61905552,7dc5c8ebf92052dbdd1bf59794a8fcef74e3ab3c59d5f0b4e753bf38a741ffaf,stage1_verified_reuse,1.0,4253566,86138880,91185152,28483584,57655296,28827648,2346,,,,,,4253566,86138880,91185152,28483584,57655296,28827648,2346,115,4369,706560,47224832,0.014741069902580756
case_097,4,daae8a5c5122b9881830d49da761ac029b1418c7a5b98c4c959386ae1c6d445b,7dc5c8ebf92052dbdd1bf59794a8fcef74e3ab3c59d5f0b4e753bf38a741ffaf,stage1_verified_reuse,1.0,2869852,11796480,16842752,7536640,4259840,0,0,,,,,,2869852,11796480,16842752,7536640,4259840,0,0,0,3504,0,16056320,0.0
case_097,5,1d7a51500fb06bc36c2ef90137a528dcfc67cf9abd7bb3913ec7f7c41f2bee1e,7dc5c8ebf92052dbdd1bf59794a8fcef74e3ab3c59d5f0b4e753bf38a741ffaf,stage1_verified_reuse,1.0,2809291,83337216,88383488,15237120,68100096,34050048,2771,,,,,,2809291,83337216,88383488,15237120,68100096,34050048,2771,0,4223,0,45928448,0.0
case_098,1,21cae230b73bb9036a1b412890435d228f774fbd547c4a6db88a6204dec5c54d,8cc92ed83866234532487abacb106e0298a00cf309ef75fa12e413bfb17d58f8,stage1_verified_reuse,1.0,177430,0,697994,0,0,0,0,,,,,,177430,0,697994,0,0,0,0,0,147,0,697912,0.0
case_098,2,8da684a89ac1d4be4e212e109da7382980b5290f2a1f9208a72a330d3ee7ed42,8cc92ed83866234532487abacb106e0298a00cf309ef75fa12e413bfb17d58f8,stage1_verified_reuse,0.9967214501766186,94244,1158238,1856232,528404,629834,214562,46,,,,,,94554,1158238,1856232,528404,629834,214562,46,38,237,229382,1162340,0.16481883594568456
case_098,3,01765a4b5d6e6aef1e5196b20eb2be54d453abf74fd9a4cc5bbf277adc8b4cdd,8cc92ed83866234532487abacb106e0298a00cf309ef75fa12e413bfb17d58f8,stage1_verified_reuse,1.0,87943,1218672,1916666,196612,1022060,365618,86,,,,,,87943,1218672,1916666,196612,1022060,365618,86,48,240,290824,1161836,0.20020101055993833
case_098,4,7058a20728b3ab9469d9b9fd9624716dd869b8d2fc798d0ad448e1712eb90251,8cc92ed83866234532487abacb106e0298a00cf309ef75fa12e413bfb17d58f8,stage1_verified_reuse,1.0,87943,1218672,1916666,196612,1022060,365618,86,,,,,,87943,1218672,1916666,196612,1022060,365618,86,48,240,290824,1161836,0.20020101055993833
case_098,5,ba55d3e3e4ff022e9ba2dd200432306db9c6e15134802b9403b2d590a767133e,8cc92ed83866234532487abacb106e0298a00cf309ef75fa12e413bfb17d58f8,stage1_verified_reuse,1.0,87943,1218672,1916666,196612,1022060,365618,86,,,,,,87943,1218672,1916666,196612,1022060,365618,86,48,240,290824,1161836,0.20020101055993833
case_099,1,b828830aa8d610f075c3adba7874285e31ec9e7fbc1cbbd5cc77d56d668477cc,6a07bc2eba4657ec873f015cb53404696202df8fe912a94340cbdc674cbd7938,stage1_verified_reuse,1.002530727616619,1622999,5484544,8018580,5484544,0,0,0,,,,,,1618902,5484544,8018580,5484544,0,0,0,494,1380,2023424,5994752,0.25235465023466686
case_099,2,47661db12dc1630fc6be76ca5635ba3a2f1af61413678e2035c0794a39720f00,6a07bc2eba4657ec873f015cb53404696202df8fe912a94340cbdc674cbd7938,stage1_verified_reuse,1.0026433547463067,1559711,16840960,19374996,9473024,7367936,3662848,1658,,,,,,1555599,16840960,19374996,9473024,7367936,3662848,1658,307,4217,1282048,11643392,0.09918795801148743
case_099,3,556d8f2345d851b1930c7c3f62be8bd3364e76dc8b879640df356875674c8293,6a07bc2eba4657ec873f015cb53404696202df8fe912a94340cbdc674cbd7938,stage1_verified_reuse,1.0008196852195852,752124,13612928,16146964,1986560,11626368,5774720,2642,,,,,,751508,13612928,16146964,1986560,11626368,5774720,2642,6,3692,53760,9324800,0.0057322232837450525
case_099,4,0e4b683ee31c847124ad2a837be33be5ef09433396fedd3eac6051c06f4d497b,6a07bc2eba4657ec873f015cb53404696202df8fe912a94340cbdc674cbd7938,stage1_verified_reuse,1.0013362861999118,614461,14012928,16546964,2506752,11506176,5696512,2578,,,,,,613641,14012928,16546964,2506752,11506176,5696512,2578,3,3751,57344,9539328,0.00597540480699976
case_099,5,72dcad2f63e5c9610067b2ae644b02684d11cb840076211194745a839eb9d803,6a07bc2eba4657ec873f015cb53404696202df8fe912a94340cbdc674cbd7938,stage1_verified_reuse,1.001666865339532,504179,12613248,15147284,221184,12392064,6114432,2785,,,,,,503340,12613248,15147284,221184,12392064,6114432,2785,5,3427,59648,8862208,0.006685604430288945
case_100,1,f3ec5d77b463d7f83f226af99c6343b3021c804cf3d2b88142c661d52e4f7da9,bb78167d482a9e1663bb947945def049c2d66392c3897613ce5cb145d3a2eb19,stage1_verified_reuse,1.0,151223,0,454598,0,0,0,0,,,,,,151223,0,454598,0,0,0,0,0,171,0,436006,0.0
case_100,2,938e2295004a7588d1c0859dfb660aac0482a2bcbd0e244bd8fa381197eead92,bb78167d482a9e1663bb947945def049c2d66392c3897613ce5cb145d3a2eb19,official_recheck,1.0000371057513915,80853,960832,1415430,368672,592160,263756,111,,,,,,80850,960832,1415430,368672,592160,263756,111,35,302,72840,880002,0.07644499297889891
case_100,3,d91c430e1c1fcc7d2888997fdd0ff8003994cdcd18bcc427fb203dfc97c5783b,bb78167d482a9e1663bb947945def049c2d66392c3897613ce5cb145d3a2eb19,official_recheck,1.0098892861261677,70054,1356568,1811166,229376,1127192,375174,169,,,,,,69368,1356568,1811166,229376,1127192,375174,169,86,348,358412,944300,0.2751275800023336
case_100,4,924272d914e085bbbf492414747bb987e43055d6f6874c870b43b60503b377b7,bb78167d482a9e1663bb947945def049c2d66392c3897613ce5cb145d3a2eb19,official_recheck,1.0368712343048123,67632,1615378,2069976,229376,1386002,453508,180,,,,,,65227,1615378,2069976,229376,1386002,453508,180,93,360,458250,1024938,0.3089628556865347
case_100,5,2fc7fb701a770cacea614bc152c3a09f7341882a0fe1a6398f224d4c7cc2a511,bb78167d482a9e1663bb947945def049c2d66392c3897613ce5cb145d3a2eb19,official_recheck,1.0368712343048123,67632,1615378,2069976,229376,1386002,453508,180,,,,,,65227,1615378,2069976,229376,1386002,453508,180,93,360,458250,1024938,0.3089628556865347
